concave,1,2,convex,4,5,linear,7,8
,,652.3333333,,,722.2857143,,,7150
,,652.3333333,,,722.2857143,,,3485.5
,,652.3333333,,,722.2857143,,,3485.5
,,624.3333333,,,722.2857143,,,2243.666667
,,624.3333333,,,722.2857143,,,2243.666667
,,624.3333333,,,722.2857143,,,2243.666667
,,1974,,,981.5,,,3123
,,1051.5,,,981.5,,,3123
,,1051.5,,,981.5,,,5850
,,1120,,,981.5,,,2579.5
,,1120,,,981.5,,,2579.5
,,2258,,,981.5,,,1606.666667
,,1160,,,963,,,1606.666667
,,1160,,,963,,,1606.666667
,,753.6666667,,,963,,,1403
,,753.6666667,,,963,,,1341
,,753.6666667,,,963,,,1383
,,744.6666667,,,963,,,1878
,,744.6666667,,,963,,,698.3333333
,,744.6666667,,,977.375,,,698.3333333
,,2212,,,977.375,,,698.3333333
,,1095,,,977.375,,,471.6
,,1095,,,977.375,,,471.6
,,1110,,,977.375,,,471.6
,,1110,,,977.375,,,471.6
,,1062.5,,,977.375,,,471.6
,,1062.5,,,977.375,,,629.75
,,702,,,1464.666667,,,629.75
,,702,,,1464.666667,,,629.75
,,702,,,1464.666667,,,629.75
,,1044.5,,,1464.666667,,,910
,,1044.5,,,1464.666667,,,910
,,1973,,,1464.666667,,,910
,,1828,,,1200,,,1428.5
,,1665,,,1200,,,1428.5
,,576.5,,,1200,,,1463
,,576.5,,,1200,,,1463
,,1061,,,1200,,,941.3333333
,,450.5,,,1200,,,941.3333333
,,450.5,,,1200,,,941.3333333
,,394,,,1200,,,1462.5
,,394,,,1706.166667,,,1462.5
,,745,,,1706.166667,,,1520.5
,,303,,,1706.166667,,,1520.5
,,352,,,1706.166667,,,1583
,,152.6666667,,,1706.166667,,,1583
,,152.6666667,,,1706.166667,,,1643
,,152.6666667,,,2695.25,,,1643
,,80.375,,,2695.25,,,1094.333333
,,80.375,,,2695.25,,,1094.333333
,,80.375,,,2695.25,,,1094.333333
,,80.375,,,5518.5,,,1695.5
,,80.375,,,5518.5,,,1695.5
,,80.375,,,3693.666667,,,1175.333333
,,80.375,,,3693.666667,,,1175.333333
,,80.375,,,3693.666667,,,1175.333333
,,92.2,,,10997,,,3596
,,92.2,,,1843,,,1218.333333
,,92.2,,,1941,,,1218.333333
,,92.2,,,2031,,,1218.333333
,,92.2,,,694.6666667,,,1176.666667
,,92.2,,,694.6666667,,,1176.666667
,,92.2,,,694.6666667,,,1176.666667
,,92.2,,,548.25,,,1208
,,92.2,,,548.25,,,1208
,,92.2,,,548.25,,,1208
,,192.2857143,,,548.25,,,3669
,,192.2857143,,,762.6666667,,,4192
,,192.2857143,,,762.6666667,,,4185
,,192.2857143,,,762.6666667,,,4065
,,192.2857143,,,821.6666667,,,3962
,,192.2857143,,,821.6666667,,,3595
,,192.2857143,,,821.6666667,,,1959
,,254,,,894.3333333,,,1959
,,254,,,894.3333333,,,3838
,,254,,,894.3333333,,,2632
,,254,,,675,,,3039
,,254,,,675,,,3364
,,254,,,675,,,3626
,,254,,,675,,,901
,,579.75,,,910.3333333,,,1011
,,579.75,,,910.3333333,,,421.3333333
,,579.75,,,910.3333333,,,421.3333333
,,579.75,,,708,,,421.3333333
,,762.75,,,708,,,569
,,762.75,,,708,,,569
,,762.75,,,708,,,569
,,762.75,,,622.4,,,305
,,937,,,622.4,,,305
,,937,,,622.4,,,305
,,937,,,622.4,,,305
,,937,,,622.4,,,305
,,640,,,716,,,305
,,640,,,716,,,305
,,640,,,716,,,301.6666667
,,640,,,716,,,301.6666667
,,640,,,716,,,301.6666667
,,640,,,652.5,,,301.6666667
,,640,,,652.5,,,301.6666667
,,735.2857143,,,652.5,,,301.6666667
,,735.2857143,,,652.5,,,301.6666667
,,735.2857143,,,652.5,,,301.6666667
,,735.2857143,,,652.5,,,301.6666667
,,735.2857143,,,2091.5,,,410.875
,,735.2857143,,,2091.5,,,410.875
,,735.2857143,,,1527.333333,,,410.875
,,1907,,,1527.333333,,,410.875
,,1907,,,1527.333333,,,410.875
,,1907,,,1602.333333,,,410.875
,,3015.5,,,1602.333333,,,410.875
,,3015.5,,,1602.333333,,,410.875
,,6215,,,1305.5,,,483.25
,,3985,,,1305.5,,,483.25
,,3641,,,1305.5,,,483.25
,,1746,,,1305.5,,,483.25
,,1746,,,1397.25,,,483.25
,,3306,,,1397.25,,,483.25
,,1487,,,1397.25,,,483.25
,,1487,,,1397.25,,,483.25
,,1027.333333,,,1517,,,660.7142857
,,1027.333333,,,1517,,,660.7142857
,,1027.333333,,,1517,,,660.7142857
,,1565.5,,,1517,,,660.7142857
,,1565.5,,,2160,,,660.7142857
,,625,,,2160,,,660.7142857
,,625,,,2160,,,660.7142857
,,625,,,6866,,,744.2857143
,,625,,,3573,,,744.2857143
,,625,,,3573,,,744.2857143
,,1575,,,1897.75,,,744.2857143
,,1575,,,1897.75,,,744.2857143
,,1537,,,1897.75,,,744.2857143
,,1537,,,1897.75,,,744.2857143
,,1500.5,,,1974.5,,,740.625
,,1500.5,,,1974.5,,,740.625
,,2962,,,1974.5,,,740.625
,,745.5,,,1974.5,,,740.625
,,745.5,,,2798.666667,,,740.625
,,745.5,,,2798.666667,,,740.625
,,745.5,,,2798.666667,,,740.625
,,971.3333333,,,2913.333333,,,740.625
,,971.3333333,,,2913.333333,,,1628.25
,,971.3333333,,,2913.333333,,,1628.25
,,1508,,,9220,,,1628.25
,,1508,,,4656,,,1628.25
,,1044.333333,,,4656,,,3534
,,1044.333333,,,3182.666667,,,3534
,,1044.333333,,,3182.666667,,,1921
,,802.75,,,3182.666667,,,1921
,,802.75,,,4628,,,1921
,,802.75,,,4628,,,1921
,,802.75,,,4453,,,4016.5
,,540.6666667,,,4453,,,4016.5
,,540.6666667,,,4404,,,4093.5
,,540.6666667,,,4404,,,4093.5
,,540.6666667,,,4224,,,4194.5
,,540.6666667,,,4224,,,4194.5
,,540.6666667,,,8262,,,8519
,,634,,,4126.5,,,1344
,,634,,,4126.5,,,1344
,,634,,,4040.5,,,2940
,,634,,,4040.5,,,1550
,,634,,,3963.5,,,1550
,,623.6,,,3963.5,,,1700
,,623.6,,,3823.5,,,1700
,,623.6,,,3823.5,,,773.8
,,623.6,,,3677,,,773.8
,,623.6,,,3677,,,773.8
,,1012.333333,,,3605,,,773.8
,,1012.333333,,,3605,,,773.8
,,1012.333333,,,7082,,,863
,,744.5,,,3362,,,863
,,744.5,,,3362,,,863
,,744.5,,,3174.5,,,863
,,744.5,,,3174.5,,,863
,,1513,,,6612,,,695.7142857
,,1513,,,6558,,,695.7142857
,,778.25,,,5063,,,695.7142857
,,778.25,,,4991,,,695.7142857
,,778.25,,,4940,,,695.7142857
,,778.25,,,2466.5,,,695.7142857
,,1079.333333,,,2466.5,,,695.7142857
,,1079.333333,,,5024,,,1059
,,1079.333333,,,5429,,,1059
,,816.5,,,5384,,,1059
,,816.5,,,2735,,,1059
,,816.5,,,2735,,,1059
,,816.5,,,5559,,,1549.25
,,1097,,,5561,,,1549.25
,,1097,,,5432,,,1549.25
,,1097,,,5265,,,1549.25
,,1104.666667,,,5332,,,2352
,,1104.666667,,,6164,,,2352
,,1104.666667,,,1675.75,,,2352
,,767.5,,,1675.75,,,3986.5
,,767.5,,,1675.75,,,3986.5
,,767.5,,,1675.75,,,2324.5
,,767.5,,,1201.333333,,,2324.5
,,1065.666667,,,1201.333333,,,2324.5
,,1065.666667,,,1201.333333,,,2324.5
,,1065.666667,,,1201.333333,,,1755.833333
,,1114.333333,,,1201.333333,,,1755.833333
,,1114.333333,,,1201.333333,,,1755.833333
,,1114.333333,,,1277.666667,,,1755.833333
,,575.1666667,,,1277.666667,,,1755.833333
,,575.1666667,,,1277.666667,,,1755.833333
,,575.1666667,,,1277.666667,,,2852.25
,,575.1666667,,,1277.666667,,,2852.25
,,575.1666667,,,1277.666667,,,2852.25
,,575.1666667,,,1140.285714,,,2852.25
,,1181.333333,,,1140.285714,,,2503.4
,,1181.333333,,,1140.285714,,,2503.4
,,1181.333333,,,1140.285714,,,2503.4
,,1875.5,,,1140.285714,,,2503.4
,,1875.5,,,1140.285714,,,2503.4
,,1975,,,1140.285714,,,12912
,,1975,,,1392.666667,,,6561.5
,,1045.5,,,1392.666667,,,6561.5
,,1045.5,,,1392.666667,,,4349.666667
,,1045.5,,,1392.666667,,,4349.666667
,,1045.5,,,1392.666667,,,4349.666667
,,2208,,,1392.666667,,,13052
,,2208,,,2128.5,,,3890
,,4724,,,2128.5,,,3890
,,4858,,,2128.5,,,3710
,,2373,,,2128.5,,,3710
,,2373,,,2167.25,,,3710
,,2342,,,2167.25,,,3710
,,2342,,,2167.25,,,7424
,,4559,,,2167.25,,,5658
,,1527.333333,,,4444.5,,,1658
,,1527.333333,,,4444.5,,,1793
,,1527.333333,,,9133,,,1167
,,1114.25,,,9198,,,1167
,,1114.25,,,9044,,,646.25
,,1114.25,,,7533,,,646.25
,,1114.25,,,3444,,,646.25
,,1103,,,3444,,,646.25
,,1103,,,8045,,,935
,,1103,,,2723.666667,,,935
,,1103,,,2723.666667,,,935
,,1419.333333,,,2723.666667,,,812.75
,,1419.333333,,,1992.25,,,812.75
,,1419.333333,,,1992.25,,,812.75
,,4237,,,1992.25,,,812.75
,,4334,,,1992.25,,,732.6
,,2201,,,4052.5,,,732.6
,,2201,,,4052.5,,,732.6
,,1123.25,,,1619.4,,,732.6
,,1123.25,,,1619.4,,,732.6
,,1123.25,,,1619.4,,,1287.333333
,,1123.25,,,1619.4,,,1287.333333
,,582.5,,,1619.4,,,1287.333333
,,582.5,,,2808,,,1342
,,582.5,,,2808,,,1342
,,582.5,,,2808,,,1342
,,582.5,,,4567.5,,,1035.25
,,582.5,,,4567.5,,,1035.25
,,582.5,,,4756.5,,,1035.25
,,582.5,,,4756.5,,,1035.25
,,693.8571429,,,4774,,,2145.5
,,693.8571429,,,4774,,,2145.5
,,693.8571429,,,5785,,,4477
,,693.8571429,,,6117,,,1799
,,693.8571429,,,7047,,,1806
,,693.8571429,,,7237,,,1768
,,693.8571429,,,3580,,,602.3333333
,,1015.8,,,3580,,,602.3333333
,,1015.8,,,3529.5,,,602.3333333
,,1015.8,,,3529.5,,,948
,,1015.8,,,5146,,,948
,,1015.8,,,4969,,,979
,,1093.2,,,4849,,,979
,,1093.2,,,2402,,,732
,,1093.2,,,2402,,,732
,,1093.2,,,2479.5,,,732
,,1093.2,,,2479.5,,,871
,,945.5,,,1049.6,,,871
,,945.5,,,1049.6,,,871
,,945.5,,,1049.6,,,999
,,945.5,,,1049.6,,,999
,,945.5,,,1049.6,,,999
,,945.5,,,1514.75,,,1643.5
,,5913,,,1514.75,,,1643.5
,,2115,,,1514.75,,,3468
,,2115,,,1514.75,,,3521
,,2115,,,2270.666667,,,1722
,,2177.333333,,,2270.666667,,,1722
,,2177.333333,,,2270.666667,,,829
,,2177.333333,,,1785.75,,,202
,,1301.4,,,1785.75,,,202
,,1301.4,,,1785.75,,,202
,,1301.4,,,1785.75,,,202
,,1301.4,,,1882.75,,,202
,,1301.4,,,1882.75,,,202
,,2155.666667,,,1882.75,,,187.5555556
,,2155.666667,,,1882.75,,,187.5555556
,,2155.666667,,,1577.8,,,187.5555556
,,2039.666667,,,1577.8,,,187.5555556
,,2039.666667,,,1577.8,,,187.5555556
,,2039.666667,,,1577.8,,,187.5555556
,,2019,,,1577.8,,,187.5555556
,,2019,,,2688,,,187.5555556
,,2019,,,2688,,,187.5555556
,,2920,,,2688,,,305.2857143
,,2920,,,2711,,,305.2857143
,,5268,,,2711,,,305.2857143
,,2814,,,2711,,,305.2857143
,,805.6666667,,,1681.6,,,305.2857143
,,805.6666667,,,1681.6,,,305.2857143
,,805.6666667,,,1681.6,,,305.2857143
,,2604,,,1681.6,,,367.7142857
,,692.25,,,1681.6,,,367.7142857
,,692.25,,,2227.5,,,367.7142857
,,692.25,,,2227.5,,,367.7142857
,,692.25,,,2227.5,,,367.7142857
,,626.6,,,2227.5,,,367.7142857
,,626.6,,,1877.4,,,367.7142857
,,626.6,,,1877.4,,,400.125
,,626.6,,,1877.4,,,400.125
,,626.6,,,1877.4,,,400.125
,,1109.666667,,,1877.4,,,400.125
,,1109.666667,,,1208.375,,,400.125
,,1109.666667,,,1208.375,,,400.125
,,1856,,,1208.375,,,400.125
,,1856,,,1208.375,,,400.125
,,3824,,,1208.375,,,613
,,2064,,,1208.375,,,613
,,2064,,,1208.375,,,613
,,1426.666667,,,1208.375,,,613
,,1426.666667,,,1673.5,,,613
,,1426.666667,,,1673.5,,,613
,,1488.333333,,,1673.5,,,817.8
,,1488.333333,,,1673.5,,,817.8
,,1488.333333,,,1673.5,,,817.8
,,4726,,,1673.5,,,817.8
,,4793,,,1434.571429,,,817.8
,,2389.5,,,1434.571429,,,1125
,,2389.5,,,1434.571429,,,1125
,,2382,,,1434.571429,,,1125
,,2382,,,1434.571429,,,1125
,,4712,,,1434.571429,,,1597.666667
,,4496,,,1434.571429,,,1597.666667
,,4165,,,3330,,,1597.666667
,,3742,,,3330,,,1702.333333
,,1629.5,,,3330,,,1702.333333
,,1629.5,,,2037.4,,,1702.333333
,,3237,,,2037.4,,,5131
,,3253,,,2037.4,,,359.5
,,2783,,,2037.4,,,359.5
,,2102,,,2037.4,,,430.5
,,1889,,,1656.166667,,,430.5
,,1810,,,1656.166667,,,1162
,,1720,,,1656.166667,,,754
,,1663,,,1656.166667,,,754
,,822,,,1656.166667,,,910
,,822,,,1656.166667,,,910
,,856,,,2472.25,,,546.25
,,856,,,2472.25,,,546.25
,,1753,,,2472.25,,,546.25
,,880.5,,,2472.25,,,546.25
,,880.5,,,3214,,,665.5
,,876,,,3214,,,665.5
,,876,,,3214,,,665.5
,,865.5,,,2308.75,,,665.5
,,865.5,,,2308.75,,,612.8
,,586.3333333,,,2308.75,,,612.8
,,586.3333333,,,2308.75,,,612.8
,,586.3333333,,,4362,,,612.8
,,1704,,,4362,,,612.8
,,1618,,,1734.6,,,488.8571429
,,1640,,,1734.6,,,488.8571429
,,1718,,,1734.6,,,488.8571429
,,619.3333333,,,1734.6,,,488.8571429
,,619.3333333,,,1734.6,,,488.8571429
,,619.3333333,,,2366,,,488.8571429
,,2055,,,2366,,,488.8571429
,,583.75,,,2366,,,959.75
,,583.75,,,3530,,,959.75
,,583.75,,,3530,,,959.75
,,583.75,,,7072,,,959.75
,,636,,,7367,,,693.5
,,636,,,7321,,,693.5
,,636,,,7274,,,693.5
,,636,,,3723,,,693.5
,,930.6666667,,,3723,,,693.5
,,930.6666667,,,7291,,,693.5
,,930.6666667,,,8408,,,726
,,737.5,,,8394,,,726
,,737.5,,,8202,,,726
,,737.5,,,2773.333333,,,726
,,737.5,,,2773.333333,,,726
,,1100.666667,,,2773.333333,,,726
,,1100.666667,,,2027.5,,,1202.5
,,1100.666667,,,2027.5,,,1202.5
,,663.8,,,2027.5,,,1202.5
,,663.8,,,2027.5,,,1202.5
,,663.8,,,3863.5,,,1682
,,663.8,,,3863.5,,,1682
,,663.8,,,3101.5,,,1682
,,838.75,,,3101.5,,,1374.5
,,838.75,,,2214,,,1374.5
,,838.75,,,2214,,,1374.5
,,838.75,,,2214,,,1374.5
,,1719,,,7196,,,2797.5
,,1719,,,8089,,,2797.5
,,3344,,,2873.333333,,,1909.333333
,,1629.5,,,2873.333333,,,1909.333333
,,1629.5,,,2873.333333,,,1909.333333
,,1544,,,9529,,,1565.25
,,1544,,,9382,,,1565.25
,,1538,,,5519,,,1565.25
,,1538,,,2887.5,,,1565.25
,,964.3333333,,,2887.5,,,1123.666667
,,964.3333333,,,5925,,,1123.666667
,,964.3333333,,,5996,,,1123.666667
,,2946,,,3052.5,,,1123.666667
,,2888,,,3052.5,,,1123.666667
,,2758,,,6492,,,1123.666667
,,2648,,,2287.666667,,,1765.25
,,2627,,,2287.666667,,,1765.25
,,2479,,,2287.666667,,,1765.25
,,599.5,,,3513,,,1765.25
,,599.5,,,3513,,,2423.666667
,,599.5,,,7246,,,2423.666667
,,599.5,,,8489,,,2423.666667
,,1166.5,,,4416.5,,,2381
,,1166.5,,,4416.5,,,2381
,,2181,,,2919,,,2381
,,2021,,,2919,,,7046
,,1886,,,2919,,,3330.5
,,870,,,4391.5,,,3330.5
,,870,,,4391.5,,,5577
,,808.5,,,8526,,,1998
,,808.5,,,8315,,,653
,,771,,,5538,,,653
,,771,,,5002,,,653
,,1354,,,2525,,,698.3333333
,,446,,,2525,,,698.3333333
,,446,,,1727.666667,,,698.3333333
,,446,,,1727.666667,,,574.25
,,434.6666667,,,1727.666667,,,574.25
,,434.6666667,,,1757.666667,,,574.25
,,434.6666667,,,1757.666667,,,574.25
,,638,,,1757.666667,,,1256.5
,,638,,,2702.5,,,1256.5
,,602,,,2702.5,,,1363
,,602,,,1079.4,,,1363
,,630.5,,,1079.4,,,1400.5
,,630.5,,,1079.4,,,1400.5
,,657.5,,,1079.4,,,978
,,657.5,,,1079.4,,,978
,,445,,,1373,,,978
,,445,,,1373,,,728.75
,,445,,,1373,,,728.75
,,1354,,,1373,,,728.75
,,473.6666667,,,1910.666667,,,728.75
,,473.6666667,,,1910.666667,,,1040
,,473.6666667,,,1910.666667,,,1040
,,381,,,2938,,,1040
,,381,,,2938,,,822
,,381,,,2985.5,,,822
,,381,,,2985.5,,,822
,,590,,,2026,,,822
,,590,,,2026,,,891
,,590,,,2026,,,891
,,503.25,,,886,,,891
,,503.25,,,886,,,891
,,503.25,,,886,,,1030.75
,,503.25,,,886,,,1030.75
,,520.5,,,886,,,1030.75
,,520.5,,,886,,,1030.75
,,520.5,,,886,,,1611.333333
,,520.5,,,1123.833333,,,1611.333333
,,741,,,1123.833333,,,1611.333333
,,741,,,1123.833333,,,1375.5
,,741,,,1123.833333,,,1375.5
,,768.3333333,,,1123.833333,,,1375.5
,,768.3333333,,,1123.833333,,,1375.5
,,768.3333333,,,3666.5,,,1586.5
,,782,,,3666.5,,,1586.5
,,782,,,3947.5,,,1586.5
,,782,,,3947.5,,,1586.5
,,399,,,8311,,,1396.2
,,399,,,8830,,,1396.2
,,399,,,3136.333333,,,1396.2
,,399,,,3136.333333,,,1396.2
,,399,,,3136.333333,,,1396.2
,,399,,,5090,,,1879.25
,,816.6666667,,,5090,,,1879.25
,,816.6666667,,,3627.666667,,,1879.25
,,816.6666667,,,3627.666667,,,1879.25
,,861,,,3627.666667,,,1623
,,861,,,5680.5,,,1623
,,861,,,5680.5,,,1623
,,698,,,12169,,,1623
,,698,,,12233,,,1623
,,698,,,6208,,,2118.25
,,698,,,6208,,,2118.25
,,417,,,4144.333333,,,2118.25
,,417,,,4144.333333,,,2118.25
,,417,,,4144.333333,,,1474.333333
,,417,,,6035.5,,,1474.333333
,,417,,,6035.5,,,1474.333333
,,417,,,11747,,,1474.333333
,,417,,,2993,,,1474.333333
,,1062,,,997,,,1474.333333
,,1062,,,997,,,2273
,,1062,,,997,,,2273
,,3469,,,689.3333333,,,2273
,,3692,,,689.3333333,,,2273
,,1961,,,689.3333333,,,3084.333333
,,1961,,,706.6666667,,,3084.333333
,,2018.5,,,706.6666667,,,3084.333333
,,2018.5,,,706.6666667,,,4574.5
,,3947,,,478,,,4574.5
,,3864,,,478,,,2991
,,1864,,,478,,,2991
,,1864,,,478,,,2991
,,3695,,,478,,,6215
,,3747,,,580.6,,,1386
,,3811,,,580.6,,,508.3333333
,,3877,,,580.6,,,508.3333333
,,3835,,,580.6,,,508.3333333
,,1934.5,,,580.6,,,430.25
,,1934.5,,,561.5,,,430.25
,,1299,,,561.5,,,430.25
,,1299,,,561.5,,,430.25
,,1299,,,561.5,,,379.4
,,1303,,,561.5,,,379.4
,,1303,,,561.5,,,379.4
,,1303,,,791,,,379.4
,,960.75,,,791,,,379.4
,,960.75,,,791,,,558.75
,,960.75,,,791,,,558.75
,,960.75,,,791,,,558.75
,,1880.5,,,2286.5,,,558.75
,,1880.5,,,2286.5,,,415.3333333
,,745.6,,,1707,,,415.3333333
,,745.6,,,1707,,,415.3333333
,,745.6,,,1707,,,415.3333333
,,745.6,,,1151,,,415.3333333
,,745.6,,,1151,,,415.3333333
,,766.4,,,1151,,,504.3333333
,,766.4,,,1151,,,504.3333333
,,766.4,,,1151,,,504.3333333
,,766.4,,,1572.25,,,504.3333333
,,766.4,,,1572.25,,,504.3333333
,,659.6666667,,,1572.25,,,504.3333333
,,659.6666667,,,1572.25,,,1167.333333
,,659.6666667,,,1136.666667,,,1167.333333
,,659.6666667,,,1136.666667,,,1167.333333
,,659.6666667,,,1136.666667,,,1066
,,659.6666667,,,1136.666667,,,1066
,,1038.25,,,1136.666667,,,1066
,,1038.25,,,1136.666667,,,1066
,,1038.25,,,1486.6,,,1211.75
,,1038.25,,,1486.6,,,1211.75
,,1397,,,1486.6,,,1211.75
,,1397,,,1486.6,,,1211.75
,,1397,,,1486.6,,,2763
,,1396,,,1548.4,,,2763
,,1396,,,1548.4,,,1549
,,1396,,,1548.4,,,1549
,,4238,,,1548.4,,,1549
,,4260,,,1548.4,,,1549
,,4108,,,1618,,,2188
,,3589,,,1618,,,2188
,,1206,,,1618,,,2188
,,622.5,,,1618,,,2401.666667
,,622.5,,,1618,,,2401.666667
,,670,,,4096,,,2401.666667
,,670,,,4096,,,1278.333333
,,476.3333333,,,2681.333333,,,1278.333333
,,476.3333333,,,2681.333333,,,1278.333333
,,476.3333333,,,2681.333333,,,1278.333333
,,719,,,8128,,,1278.333333
,,719,,,8088,,,1278.333333
,,470,,,3379.5,,,2046.75
,,470,,,3379.5,,,2046.75
,,470,,,1290,,,2046.75
,,677.5,,,1290,,,2046.75
,,677.5,,,1290,,,2157.75
,,664.5,,,1290,,,2157.75
,,664.5,,,1290,,,2157.75
,,1330,,,3113.5,,,2157.75
,,1368,,,3113.5,,,1810
,,397.5,,,2070,,,1810
,,397.5,,,2070,,,1810
,,397.5,,,2070,,,1810
,,397.5,,,2144.333333,,,1810
,,267.2857143,,,2144.333333,,,3293
,,267.2857143,,,2144.333333,,,3293
,,267.2857143,,,1631,,,3293
,,267.2857143,,,1631,,,2631.75
,,267.2857143,,,1631,,,2631.75
,,267.2857143,,,1631,,,2631.75
,,267.2857143,,,3303,,,2631.75
,,380.8333333,,,3303,,,1534.285714
,,380.8333333,,,2351.666667,,,1534.285714
,,380.8333333,,,2351.666667,,,1534.285714
,,380.8333333,,,2351.666667,,,1534.285714
,,380.8333333,,,3725.5,,,1534.285714
,,380.8333333,,,3725.5,,,1534.285714
,,247.9090909,,,7793,,,1534.285714
,,247.9090909,,,4020,,,2758.75
,,247.9090909,,,4020,,,2758.75
,,247.9090909,,,4089,,,2758.75
,,247.9090909,,,4089,,,2758.75
,,247.9090909,,,8173,,,3731.666667
,,247.9090909,,,7278,,,3731.666667
,,247.9090909,,,7082,,,3731.666667
,,247.9090909,,,3359.5,,,11171
,,247.9090909,,,3359.5,,,3696.666667
,,247.9090909,,,6584,,,3696.666667
,,466.2857143,,,2454.333333,,,3696.666667
,,466.2857143,,,2454.333333,,,2770
,,466.2857143,,,2454.333333,,,2770
,,466.2857143,,,1925.75,,,2770
,,466.2857143,,,1925.75,,,2770
,,466.2857143,,,1925.75,,,10850
,,466.2857143,,,1925.75,,,10253
,,720.8,,,8063,,,9955
,,720.8,,,2748,,,2560
,,720.8,,,2748,,,1417
,,720.8,,,2748,,,1417
,,720.8,,,2024.5,,,1021
,,653.5,,,2024.5,,,1021
,,653.5,,,2024.5,,,1021
,,653.5,,,2024.5,,,3291
,,653.5,,,2725,,,3573
,,653.5,,,2725,,,939.75
,,653.5,,,2725,,,939.75
,,1087,,,4013,,,939.75
,,1087,,,4013,,,939.75
,,1087,,,8051,,,1922
,,1087,,,5638,,,1922
,,4716,,,5723,,,1953.5
,,1679.666667,,,1975,,,1953.5
,,1679.666667,,,1975,,,3140
,,1679.666667,,,1975,,,1595.5
,,5511,,,3162.5,,,1595.5
,,3018.5,,,3162.5,,,1116
,,3018.5,,,2123.666667,,,1116
,,2171,,,2123.666667,,,1116
,,2171,,,2123.666667,,,1717
,,2171,,,2101.666667,,,1717
,,3422.5,,,2101.666667,,,1725.5
,,3422.5,,,2101.666667,,,1725.5
,,3591,,,5940,,,1162.666667
,,3591,,,5475,,,1162.666667
,,7520,,,2742,,,1162.666667
,,7930,,,2742,,,1729
,,2817.666667,,,5707,,,1729
,,2817.666667,,,5866,,,599.8333333
,,2817.666667,,,2928.5,,,599.8333333
,,2240.75,,,2928.5,,,599.8333333
,,2240.75,,,6056,,,599.8333333
,,2240.75,,,2061,,,599.8333333
,,2240.75,,,2061,,,599.8333333
,,4725.5,,,2061,,,598
,,4725.5,,,6369,,,598
,,3253.666667,,,3394,,,598
,,3253.666667,,,3394,,,598
,,3253.666667,,,3559,,,598
,,4895,,,3559,,,598
,,4895,,,2455,,,1283.333333
,,9616,,,2455,,,1283.333333
,,9098,,,2455,,,1283.333333
,,7275,,,3783.5,,,986
,,686,,,3783.5,,,986
,,686,,,7500,,,986
,,686,,,3666.5,,,986
,,659.6666667,,,3666.5,,,1384.333333
,,659.6666667,,,7336,,,1384.333333
,,659.6666667,,,3752.5,,,1384.333333
,,656,,,3752.5,,,2143.5
,,656,,,7698,,,2143.5
,,656,,,4001,,,1078.5
,,506.75,,,4001,,,1078.5
,,506.75,,,4080.5,,,1078.5
,,506.75,,,4080.5,,,1078.5
,,506.75,,,3495,,,2207
,,420.2,,,4054,,,2207
,,420.2,,,2265.5,,,1474
,,420.2,,,2265.5,,,1474
,,420.2,,,2518.5,,,1474
,,420.2,,,2518.5,,,1446.666667
,,812.6666667,,,5519,,,1446.666667
,,812.6666667,,,1930.666667,,,1446.666667
,,812.6666667,,,1930.666667,,,699.1666667
,,897.6666667,,,1930.666667,,,699.1666667
,,897.6666667,,,1460.25,,,699.1666667
,,897.6666667,,,1460.25,,,699.1666667
,,987.6666667,,,1460.25,,,699.1666667
,,987.6666667,,,1460.25,,,699.1666667
,,987.6666667,,,2884,,,1077
,,803.5,,,2884,,,1077
,,803.5,,,5788,,,1077
,,803.5,,,5720,,,1077
,,803.5,,,5533,,,1405.666667
,,1709,,,5602,,,1405.666667
,,1709,,,5715,,,1405.666667
,,1218,,,2781.5,,,2191.5
,,1218,,,2781.5,,,2191.5
,,1218,,,2865.5,,,2259.5
,,1253.333333,,,2865.5,,,2259.5
,,1253.333333,,,1521.5,,,2303
,,1253.333333,,,1521.5,,,2303
,,998.75,,,1521.5,,,4575
,,998.75,,,1521.5,,,4539
,,998.75,,,823.75,,,1945
,,998.75,,,823.75,,,1855
,,834.6,,,823.75,,,1740
,,834.6,,,823.75,,,1883
,,834.6,,,823.75,,,2030
,,834.6,,,823.75,,,540.5
,,834.6,,,823.75,,,540.5
,,2112,,,823.75,,,540.5
,,2112,,,643.0909091,,,540.5
,,2262.5,,,643.0909091,,,1100.5
,,2262.5,,,643.0909091,,,1100.5
,,2273,,,643.0909091,,,1209.5
,,2273,,,643.0909091,,,1209.5
,,4525,,,643.0909091,,,895.6666667
,,2303.5,,,643.0909091,,,895.6666667
,,2303.5,,,643.0909091,,,895.6666667
,,4468,,,643.0909091,,,1068
,,4131,,,643.0909091,,,1068
,,1942,,,643.0909091,,,1068
,,1942,,,1860.75,,,1895
,,3617,,,1860.75,,,1895
,,1105.333333,,,1860.75,,,1454.333333
,,1105.333333,,,1860.75,,,1454.333333
,,1105.333333,,,2530,,,1454.333333
,,1486.5,,,2530,,,2533.5
,,1486.5,,,2530,,,2533.5
,,709.25,,,8145,,,5646
,,709.25,,,8083,,,2164.333333
,,709.25,,,8418,,,2164.333333
,,709.25,,,2107,,,2164.333333
,,1356,,,2107,,,3680.5
,,1356,,,2107,,,3680.5
,,2475,,,2107,,,3938.5
,,1580,,,4208,,,3938.5
,,339.6,,,4208,,,8317
