concave,1,2,convex,4,5,linear,7,8
2,5682,1102.333333,2,6735,584.25,1,1554,1345
2,5518,1102.333333,2,6748,551.4,1,1820,1345
3,5286,1102.333333,1,6717,551.4,3,1920,1345
2,5043,1208,1,4558,551.4,5,2507,1345
1,4898,1208,1,4558,551.4,4,2852,1819
1,4754,1208,3,4704,551.4,3,3038,1819
1,4044,1927.5,4,4889,641.8,5,3278,1819
2,3843,1927.5,2,5321,641.8,5,3482,1819
3,3559,1025.75,3,5962,641.8,4,3816,3903
5,3392,1025.75,5,6662,641.8,6,4312,3903
4,3285,1025.75,6,7338,641.8,7,4711,2076.5
2,3337,1025.75,5,7842,725,7,5253,2076.5
1,3329,4355,7,8334,725,5,5854,2076.5
1,2179,4461,5,8926,725,4,6372,2076.5
1,2087,4370,2,9529,725,5,6753,1739.2
1,1836,4308,2,9990,725,3,7290,1739.2
2,1620,2104.5,4,10417,862.2,6,7731,1739.2
1,1718,2104.5,1,10757,862.2,5,8151,1739.2
3,1799,4047,1,10731,862.2,9,8778,1739.2
3,1988,2616,1,9761,862.2,4,9192,8652
3,2155,1215.5,2,3341,862.2,3,9656,4026
5,2417,1215.5,2,3277,1052.2,2,9720,4026
4,2501,2418,2,3308,1052.2,2,9458,2555.333333
1,2644,773.3333333,5,3351,1052.2,1,8703,2555.333333
3,2861,773.3333333,3,3534,1052.2,1,8376,2555.333333
4,2882,773.3333333,2,3916,1052.2,1,2712,2537.666667
2,2896,1169.5,2,4103,988,1,3336,2537.666667
4,2866,1169.5,2,4293,988,2,3400,2537.666667
4,2933,2443,2,4205,988,1,3811,2474.666667
4,3031,1324,2,4768,988,2,3943,2474.666667
3,3133,1324,2,5163,988,1,4423,2474.666667
2,3227,980.6666667,3,5548,988,2,4511,1879
3,3384,980.6666667,2,5843,1350.2,3,4838,1879
2,3488,980.6666667,3,6068,1350.2,2,5153,1879
2,3512,644.6,1,6934,1350.2,1,5534,1879
2,3470,644.6,1,6045,1350.2,2,6044,3853
2,3494,644.6,2,6195,1350.2,2,6671,3853
1,3513,644.6,3,6227,3617,1,7094,3856
2,3612,644.6,1,6406,3617,2,7413,3856
2,3622,356.1,2,7044,4133.5,1,7637,8024
1,3561,356.1,3,7728,4133.5,3,7864,7833
1,3763,356.1,3,7966,8944,4,7979,7560
2,3429,356.1,2,8074,9745,2,7998,2117
3,3375,356.1,1,8381,5263,2,8100,2117
1,3464,356.1,3,8555,5263,2,8168,1994.5
2,2846,356.1,2,9146,2107.4,1,7914,1994.5
4,2710,356.1,1,9426,2107.4,1,8019,949.25
4,2600,356.1,1,9427,2107.4,3,7925,949.25
3,2666,356.1,2,9395,2107.4,5,7673,949.25
4,2801,515.25,1,9008,2107.4,5,7386,949.25
2,3161,515.25,2,8703,3470.666667,2,6916,3697
3,3332,515.25,1,4221,3470.666667,1,6352,3722
2,3545,515.25,1,4457,3470.666667,2,5943,4708
1,3712,515.25,1,4866,5400.5,1,5919,2351.5
2,3931,515.25,2,5598,5400.5,2,5605,2351.5
1,4017,515.25,2,5882,3613,1,5696,2284
2,4192,515.25,2,6105,3613,1,5794,2284
2,4239,508.1111111,3,6322,3613,2,5686,1471.333333
1,3678,508.1111111,3,6634,2761.75,1,5560,1471.333333
1,3448,508.1111111,2,6663,2761.75,1,5422,1471.333333
2,3221,508.1111111,2,6701,2761.75,1,5409,2115.5
1,3156,508.1111111,1,6844,2761.75,3,5284,2115.5
1,2801,508.1111111,1,6891,3693.666667,2,5082,1964
2,2621,508.1111111,4,6956,3693.666667,1,4860,1964
3,2473,508.1111111,1,6688,3693.666667,1,4116,3621
1,2423,508.1111111,1,6522,2799,2,4177,2584
2,2330,736.5714286,1,6530,2799,2,4302,2222
3,2322,736.5714286,1,3908,2799,3,4469,2113
1,2338,736.5714286,2,4345,2799,3,4647,1048
3,2461,736.5714286,1,4988,10845,2,5220,1048
1,2616,736.5714286,1,5671,10539,5,5285,2020
2,2818,736.5714286,1,7077,1481,4,5379,2033
1,2924,736.5714286,1,7487,1481,5,5353,1828
1,2893,843.5714286,2,7582,1481,2,5412,1887
2,2968,843.5714286,1,7746,4567,2,5677,1993
6,3014,843.5714286,1,8079,1552.666667,3,5546,1699
5,3156,843.5714286,2,8259,1552.666667,2,5547,867.5
4,3294,843.5714286,1,3540,1552.666667,1,5590,867.5
3,3382,843.5714286,1,3638,2434.5,2,5740,464
3,3462,843.5714286,1,3767,2434.5,2,5865,464
2,3437,739.8888889,4,3712,2624,2,5956,464
1,3372,739.8888889,3,3929,2624,1,2432,464
3,3193,739.8888889,4,4185,2877,3,2528,514.25
4,3050,739.8888889,1,4464,2877,2,2696,514.25
4,3117,739.8888889,4,4868,6348,4,3067,514.25
5,3147,739.8888889,2,5078,3416,1,3651,514.25
5,3225,739.8888889,3,5418,3416,3,4036,284.125
3,3215,739.8888889,3,5796,7422,4,4563,284.125
1,3262,739.8888889,4,6220,7928,6,5244,284.125
1,3415,1055,5,6532,3170,4,5710,284.125
3,3527,1055,2,6807,1707.5,4,6322,284.125
1,3641,1055,1,7429,1707.5,6,6782,284.125
2,3797,1055,1,7623,1928.5,5,7228,284.125
5,3790,1055,2,7875,1928.5,2,7671,284.125
6,3818,1055,3,8342,1419,7,7857,362.4285714
5,3917,1055,3,8506,1419,4,7928,362.4285714
5,3925,2680.666667,2,9030,1419,6,7976,362.4285714
3,3966,2680.666667,1,9421,777.8333333,3,7992,362.4285714
4,3953,2680.666667,2,10064,777.8333333,3,8226,362.4285714
3,3767,2095,3,10411,777.8333333,2,8153,362.4285714
1,3788,2095,1,11083,777.8333333,3,8331,362.4285714
1,427,2095,2,11448,777.8333333,3,8678,313
1,459,2095,2,12045,777.8333333,2,8932,313
2,555,4453,1,12370,1618.666667,1,8706,313
4,630,4453,1,12839,1618.666667,3,8607,313
4,665,4603,3,12985,1618.666667,1,8461,313
4,753,4603,2,12893,4984,1,8144,313
4,879,9360,1,3214,2605.5,1,7773,313
5,1118,2856,1,3276,2605.5,1,7510,313
3,1313,747,1,3194,5774,2,7512,313
1,1631,747,1,3243,6506,1,3437,402
1,2031,1300,2,3371,7198,1,3441,402
1,2396,658.5,3,3611,4039.5,1,3509,402
4,2884,658.5,2,4222,4039.5,2,3435,402
4,3447,760.5,4,4881,8398,5,3271,402
1,3910,760.5,8,5669,2969,4,3171,402
3,4335,837,9,6868,2969,2,3247,402
3,4615,837,7,8023,2969,4,3405,402
2,4646,611.6666667,5,9060,9435,1,3584,348.6
3,4565,611.6666667,5,10127,9902,1,3639,348.6
4,4445,611.6666667,4,11201,379,2,3823,348.6
1,4347,406.8,5,12095,379,1,4032,348.6
3,4236,406.8,5,12500,337.3333333,1,5541,348.6
3,4051,406.8,3,12763,337.3333333,1,6009,348.6
2,3820,406.8,2,12712,337.3333333,1,6417,348.6
3,3527,406.8,1,12491,296.5,1,6760,348.6
3,3246,549.25,1,4360,296.5,2,6925,348.6
1,2979,549.25,2,4330,296.5,1,6925,348.6
3,2952,549.25,3,4434,296.5,1,6142,301.0769231
1,2926,549.25,3,4982,475.6666667,1,5945,301.0769231
3,3092,584.75,2,5333,475.6666667,2,5759,301.0769231
2,3359,584.75,1,5843,475.6666667,2,5614,301.0769231
2,3564,584.75,1,6788,294,1,5098,301.0769231
1,3913,584.75,1,6578,294,1,5541,301.0769231
2,4215,825.6666667,1,10872,294,1,6180,301.0769231
3,4416,825.6666667,1,11149,294,1,6227,301.0769231
2,4562,825.6666667,1,3421,294,1,6297,301.0769231
1,1523,605.5,3,3640,294,1,5875,301.0769231
1,1291,605.5,2,3998,1002,1,5763,301.0769231
1,1133,605.5,2,4224,1002,1,5629,301.0769231
3,1111,605.5,1,4566,806.3333333,1,4518,301.0769231
3,1104,803,1,4786,806.3333333,1,4409,427.7
2,1084,803,1,4749,806.3333333,1,5388,427.7
2,1168,803,2,2756,711,3,6047,427.7
2,1352,788.6666667,1,2846,711,1,6157,427.7
2,1509,788.6666667,1,3055,711,1,6400,427.7
3,1743,788.6666667,1,3211,711,1,5988,427.7
3,2010,2392,2,3395,1225.333333,1,5742,427.7
3,2166,1176,2,3227,1225.333333,2,5387,427.7
1,2214,1176,3,3332,1225.333333,2,5233,427.7
1,2270,460.4,2,3371,804.8,2,5045,427.7
1,2356,460.4,5,3450,804.8,1,5035,421
2,2673,460.4,5,3663,804.8,3,5265,421
3,2604,460.4,2,4056,804.8,3,5568,421
1,2613,460.4,2,4405,804.8,5,6057,421
1,2558,2211,3,4898,673.3333333,2,6426,421
3,2427,2013,2,5398,673.3333333,1,7021,421
2,2338,945,3,5756,673.3333333,2,7519,421
4,2393,945,2,6246,673.3333333,1,8872,421
2,2518,615.6666667,3,6556,673.3333333,1,4959,421
4,2625,615.6666667,1,6922,673.3333333,1,5299,421
4,2614,615.6666667,1,7239,684.6666667,2,5669,421
3,2578,1725,2,7620,684.6666667,1,6031,660.125
3,2603,1589,4,7519,684.6666667,1,6568,660.125
3,2829,842.5,3,7699,684.6666667,1,6594,660.125
3,3122,842.5,3,7848,684.6666667,2,6468,660.125
5,3271,443.25,3,8071,684.6666667,2,6246,660.125
3,3518,443.25,2,8299,1431,2,6099,660.125
4,3702,443.25,2,4075,1431,1,2731,660.125
3,3894,443.25,1,4114,1431,3,2826,660.125
3,4224,964,2,4188,1432.333333,3,2959,842.2857143
2,4347,964,1,4281,1432.333333,1,3216,842.2857143
3,4584,523.5,1,4301,1432.333333,3,3818,842.2857143
3,4569,523.5,1,4444,4366,3,4324,842.2857143
2,4425,523.5,1,4719,4349,4,5048,842.2857143
1,4280,523.5,3,5050,3553,3,5716,842.2857143
1,4174,387.1666667,2,5629,3642,3,6138,842.2857143
3,4269,387.1666667,2,6114,3802,4,6790,895.5714286
1,4178,387.1666667,4,6493,3799,4,7099,895.5714286
7,4269,387.1666667,3,6925,3884,4,7445,895.5714286
6,4319,387.1666667,4,7047,1322.5,4,7661,895.5714286
9,4373,387.1666667,4,7291,1322.5,2,8167,895.5714286
8,4795,1316.5,3,7507,2658,1,8320,895.5714286
6,5128,1316.5,3,7574,2785,2,8324,895.5714286
7,5330,760.5,4,7643,1445,4,8170,849.5
6,5682,760.5,3,7777,1445,4,8274,849.5
7,5826,760.5,1,7845,1415,4,8397,849.5
8,5995,760.5,2,7915,1415,3,8566,849.5
5,6246,858.5,1,7662,1410.5,1,8641,849.5
2,6399,858.5,1,6137,1410.5,1,8759,849.5
1,6487,858.5,3,6505,1380.5,4,8735,849.5
1,4423,858.5,3,6633,1380.5,1,8671,849.5
1,4364,951.5,4,7162,2821,2,2672,916.125
2,4053,951.5,3,7371,1507,3,2563,916.125
2,4039,951.5,3,7899,1507,5,2703,916.125
2,1672,951.5,2,8257,1107,5,2978,916.125
4,1843,827.4,1,8555,1107,6,3421,916.125
4,2217,827.4,3,8989,1107,4,3897,916.125
3,2475,827.4,3,8793,1208,1,4315,916.125
1,2717,827.4,1,8818,1208,1,4848,916.125
3,2980,827.4,1,8761,1208,3,5302,1114
4,3194,874.4,1,5034,799.2,5,5801,1114
2,3279,874.4,1,5024,799.2,3,6281,1114
2,3376,874.4,2,5244,799.2,3,6823,1114
2,3279,874.4,2,5446,799.2,6,7116,1114
4,3103,874.4,2,6186,799.2,5,7754,1114
1,2902,4691,1,6491,4511,5,8044,1114
4,2653,1622,2,6647,4963,4,8259,761.4545455
7,2448,1622,1,6770,1079.2,1,5132,761.4545455
3,2371,1622,2,7077,1079.2,1,5211,761.4545455
8,2324,4987,2,7364,1079.2,3,5453,761.4545455
5,2378,5100,3,7495,1079.2,3,5581,761.4545455
2,2572,2539.5,2,7764,1079.2,1,5555,761.4545455
6,2853,2539.5,2,8121,1967,1,4533,761.4545455
3,3392,2004,1,8113,1967,2,4431,761.4545455
3,3887,1795,1,8234,1967,1,4017,761.4545455
2,4444,617.3333333,1,8366,2090.666667,1,940,761.4545455
3,5200,617.3333333,2,8095,2090.666667,1,938,761.4545455
3,6030,617.3333333,1,5978,2090.666667,1,903,4373.5
3,7009,662.3333333,3,5812,1606.5,2,950,4373.5
3,7820,662.3333333,2,5893,1606.5,3,1086,2959.666667
3,8577,662.3333333,2,6082,1606.5,2,1318,2959.666667
2,9319,1087,4,3358,1606.5,3,1541,2959.666667
1,9904,1087,1,3494,3434.5,5,1829,2947.666667
1,9467,594.25,1,3607,3434.5,7,2008,2947.666667
1,1921,594.25,4,3729,2327.666667,4,2291,2947.666667
3,1941,594.25,1,3928,2327.666667,5,2672,3007
1,1948,594.25,3,4291,2327.666667,2,3102,3007
4,2046,363.5714286,2,4662,3576,4,3846,3007
4,2215,363.5714286,3,5034,3576,7,4383,1796.2
3,2264,363.5714286,2,5612,5083,5,5103,1796.2
4,2539,363.5714286,3,6097,5387,6,5780,1796.2
3,2722,363.5714286,4,6445,2757,6,6439,1796.2
2,2922,363.5714286,2,6654,2757,3,6788,1796.2
2,3080,363.5714286,3,6623,6169,7,7056,8882
1,3202,540.6,3,6674,6453,6,7361,4553.5
1,3207,540.6,3,6877,7689,5,7607,4553.5
2,3208,540.6,3,7260,7502,7,7802,3068
1,3152,540.6,2,7909,1648.666667,7,8005,3068
1,2675,540.6,3,8364,1648.666667,5,8233,3068
1,1430,727,3,8842,1648.666667,4,8406,4438
3,1390,727,1,9124,1586.666667,1,8540,4438
4,1395,727,1,9571,1586.666667,3,8806,4224.5
3,1505,727,1,4956,1586.666667,3,9078,4224.5
6,1713,498.1666667,1,4278,2343.5,2,9037,4001
6,1967,498.1666667,1,3980,2343.5,3,8870,4001
6,2394,498.1666667,1,3901,5985,3,8686,6536
5,2807,498.1666667,1,3689,6263,1,3767,3033.5
6,3537,498.1666667,2,3619,3346,2,3454,3033.5
8,4424,498.1666667,2,4702,3346,2,3041,5829
8,5389,3085,3,5623,3415,3,2769,2833
6,6553,1619.5,3,6660,3415,3,2773,2833
10,7683,1619.5,3,7920,5908,1,2753,5359
7,8618,851.5,4,9165,2852.5,2,2302,5328
7,9680,851.5,3,10017,2852.5,3,2361,5304
6,10869,851.5,2,10321,4470,1,2354,5214
7,12049,851.5,3,10496,2144,1,2398,4934
5,13192,1198.666667,2,10854,2144,1,2381,2434
1,13773,1198.666667,2,1943,2068.5,3,2475,2434
3,14252,1198.666667,1,1956,2068.5,6,2604,2395
2,14529,971.75,1,2825,1358.666667,4,2690,2395
1,14725,971.75,2,2696,1358.666667,2,2801,1574.666667
1,14850,971.75,1,2686,1358.666667,2,2846,1574.666667
1,14664,971.75,3,2746,2096.5,2,3024,1574.666667
1,14445,1405.333333,3,2844,2096.5,3,3184,1609.333333
1,2081,1405.333333,6,3211,2159,4,3313,1609.333333
1,1144,1405.333333,5,3428,2159,3,4636,1609.333333
1,1088,1129.75,3,3893,2182.5,3,5034,1673
1,921,1129.75,5,4362,2182.5,2,5273,1673
1,1021,1129.75,3,5127,2151,5,5574,1673
4,1122,1129.75,2,5814,2151,5,5810,1787
8,1319,1180.25,4,6212,2119,1,6041,1787
7,1579,1180.25,4,6897,2119,2,6259,1787
7,1950,1180.25,4,7570,2036.5,1,6263,1848
4,2298,1180.25,1,8210,2036.5,1,6148,1848
4,2787,2486.5,3,8780,1335.666667,1,5765,1848
4,3383,2486.5,4,9068,1335.666667,1,5747,2867.5
8,4032,5263,1,9439,1335.666667,1,3568,2867.5
9,4844,5485,2,9799,3474,1,3362,2895.5
3,5544,2807,2,6399,1676,1,3464,2895.5
1,6273,2807,2,6234,1676,2,3537,2948.5
2,7097,5722,2,6412,3263,3,3400,2948.5
3,7994,5762,1,6557,1567,1,3309,2010.666667
2,8615,5791,3,6689,1567,1,3310,2010.666667
2,9248,2835,6,7040,3227,1,3405,2010.666667
5,9731,2835,5,7147,3265,1,3540,1546.5
3,10361,5412,7,7331,3217,1,4186,1546.5
2,10902,5289,2,7468,3127,3,4345,1546.5
1,11266,5247,1,7065,1526,5,4601,1546.5
1,11817,2528.5,1,7191,1526,2,4857,3018
1,12134,2528.5,2,7580,3005,4,5167,3018
1,12202,2429,2,7831,2753,5,5403,2983
2,12031,2429,1,8451,642.5,4,5955,2983
3,11872,1294,1,5647,642.5,2,6040,1467.5
1,11375,1294,1,5548,642.5,4,6000,1467.5
1,5132,2614,1,5485,642.5,3,6024,1467.5
1,4792,2455,3,5765,2410,4,6132,1467.5
1,3763,795,5,5844,602.25,1,6342,1902
1,3311,795,5,5802,602.25,1,6210,1902
2,3192,795,6,5771,602.25,1,6365,1902
2,3166,783.3333333,2,5816,602.25,1,6555,2817
4,3132,783.3333333,3,6192,827.3333333,1,6237,2817
3,3077,783.3333333,4,6642,827.3333333,1,1352,5721
3,3070,1123.5,2,6968,827.3333333,1,1335,5728
1,2954,1123.5,3,7204,1298,1,1441,5257
2,2769,1080.5,1,7337,1298,2,1546,4816
1,2693,1080.5,3,7122,906.3333333,2,1628,4397
3,2736,676.6666667,1,5771,906.3333333,4,1751,3496
1,2714,676.6666667,1,5522,906.3333333,3,1861,3392
1,2754,676.6666667,2,5420,972.6666667,3,2045,2593
1,2920,603,2,5319,972.6666667,2,2167,1241.5
2,3009,603,2,5001,972.6666667,1,2251,1241.5
1,2929,603,2,4861,808,1,2437,841.3333333
3,2900,1681,2,3882,808,1,2691,841.3333333
1,2739,555,2,3362,808,4,3241,841.3333333
1,2645,555,1,3596,808,2,3412,1269.5
1,2373,368.6666667,3,3779,1274.333333,2,3707,1269.5
4,2420,368.6666667,4,4176,1274.333333,4,4003,1318
2,2386,368.6666667,1,4751,1274.333333,1,4224,1318
1,2412,363,3,5232,1427,2,4460,945
2,2358,363,1,5646,1427,2,4857,945
1,2210,363,2,6062,1427,2,5109,945
1,1991,410,2,6347,1186.5,2,5354,1542.5
1,1954,410,1,6470,1186.5,1,5403,1542.5
2,2003,410,1,6765,1186.5,2,5366,1101.333333
1,1971,1551,2,7082,1186.5,1,5332,1101.333333
3,2082,983.5,1,7084,1225.5,2,5164,1101.333333
3,2211,983.5,1,6938,1225.5,6,4990,1830
3,2199,421.1666667,2,6571,1225.5,2,4874,1830
2,2356,421.1666667,1,6631,1225.5,3,4740,1367.666667
4,2519,421.1666667,3,6617,1773.666667,2,4544,1367.666667
2,2669,421.1666667,3,7094,1773.666667,1,4399,1367.666667
4,2914,421.1666667,4,7826,1773.666667,2,4402,1128.25
2,3113,421.1666667,5,8367,1799.666667,2,4572,1128.25
2,3304,649.8,4,8774,1799.666667,1,4800,1128.25
2,3447,649.8,7,9145,1799.666667,1,4886,1128.25
2,3523,649.8,4,9525,1429.75,1,4873,1241.75
1,3543,649.8,1,9510,1429.75,2,4955,1241.75
2,3513,649.8,1,10425,1429.75,2,4976,1241.75
1,3245,989.5,1,10653,1429.75,1,5044,1241.75
1,488,989.5,2,10630,1955.333333,1,5281,1746.666667
1,497,989.5,1,6502,1955.333333,1,5519,1746.666667
1,491,989.5,1,3276,1955.333333,1,5607,1746.666667
3,498,2400,3,3265,1544.75,1,5573,1914.333333
5,671,2400,2,3522,1544.75,1,5571,1914.333333
8,885,799.1428571,4,3847,1544.75,1,2289,1914.333333
3,1184,799.1428571,3,3823,1544.75,1,2391,3014.5
4,1596,799.1428571,2,3877,6220,1,2526,3014.5
4,2038,799.1428571,1,3704,1711.5,2,2957,1246.4
5,2407,799.1428571,2,3562,1711.5,1,3029,1246.4
6,3037,799.1428571,2,3473,1711.5,2,3054,1246.4
6,3649,799.1428571,1,3550,1711.5,1,2952,1246.4
3,4209,1288.6,1,4174,1754.5,1,3258,1246.4
3,4951,1288.6,2,5025,1754.5,2,3493,3244
4,5707,1288.6,3,5151,1754.5,1,1294,3244
5,6575,1288.6,2,5573,1754.5,2,1370,1656.25
4,7072,1288.6,3,5815,1469.4,2,1579,1656.25
3,7527,1236,2,6052,1469.4,4,1919,1656.25
3,7881,1236,3,6490,1469.4,4,2358,1656.25
2,8257,1236,2,6664,1469.4,7,2958,6756
1,8609,1236,1,7024,1469.4,5,3803,3441.5
2,8838,1236,2,7086,2447,9,4626,3441.5
3,8964,1236,1,3505,2447,11,5415,3385
2,8918,2125,1,3546,2447,5,6279,3385
4,8872,2125,3,3784,3614.5,7,7158,6842
2,8737,2125,4,4222,3614.5,5,7815,3506
1,8522,2125,4,4636,1869.5,7,8189,3506
2,8178,4670,2,5159,1869.5,3,8576,2306.333333
1,7653,4670,2,5489,1869.5,1,8572,2306.333333
1,7190,5107.5,1,5960,1869.5,1,8848,2306.333333
2,1799,5107.5,1,6317,2533.666667,1,8713,6797
2,1759,6211,1,7075,2533.666667,1,8250,3241
2,1781,6211,1,2825,2533.666667,2,7810,3241
5,1913,13102,3,2722,7564,1,6435,6247
3,2163,13438,1,2906,7269,2,5985,2959
3,2444,6997,1,3062,6063,1,5562,2959
5,2793,6997,1,3465,5661,1,4081,5514
5,3400,14406,2,4751,2781,2,4003,2693.5
8,4016,14709,3,5029,2781,3,4007,2693.5
8,4633,14783,2,5405,5839,4,4095,5222
6,5318,14779,5,5665,6701,4,4285,4674
5,5891,4142,5,5812,1758.75,3,4573,3045
5,6390,1942.5,3,5978,1758.75,4,4753,2938
6,6924,1942.5,4,6016,1758.75,2,5107,996
4,7344,3426,5,6217,1758.75,5,5337,996
6,7728,3033,5,6387,1808.25,5,5348,996
2,8331,2768,6,6539,1808.25,2,5340,811
3,8645,1741,4,6750,1808.25,1,5948,811
6,8712,1655,5,6784,1808.25,3,2889,811
4,8781,815.5,5,6811,3734,3,3009,811
7,8556,815.5,4,6607,3734,3,3251,1234
4,8474,1663,4,6602,7621,2,3343,1234
4,8361,1676,2,6900,7859,6,3580,1234
2,8168,1586,1,7188,2626.666667,5,3875,1075.75
2,7947,767.5,1,7418,2626.666667,7,4001,1075.75
1,6522,767.5,1,7437,2626.666667,3,4040,1075.75
1,1399,1555,1,3184,2002,4,3962,1075.75
1,1313,561.6666667,2,3679,2002,3,3799,1191.25
1,1314,561.6666667,5,4259,2002,2,3647,1191.25
2,1418,561.6666667,3,4935,2002,2,3502,1191.25
1,1471,874.5,5,5333,4061.5,3,3400,1191.25
1,1598,874.5,4,5865,4061.5,4,3290,1254.25
2,1660,938,4,6215,2686.666667,4,3112,1254.25
4,1703,938,2,6519,2686.666667,4,3179,1254.25
2,1744,961.5,2,6843,2686.666667,3,3298,1254.25
4,1795,961.5,3,6870,1363.166667,2,3303,858.8333333
2,1842,666.6666667,3,6687,1363.166667,3,3277,858.8333333
2,1863,666.6666667,1,5215,1363.166667,1,3449,858.8333333
1,1945,666.6666667,1,2085,1363.166667,1,3457,858.8333333
1,1946,1010,2,2213,1363.166667,1,3510,858.8333333
2,2028,1010,1,2468,1363.166667,1,3433,858.8333333
4,2037,703,2,2899,2796,3,3494,651.375
4,2057,703,2,3037,2796,2,3901,651.375
4,2027,703,3,3152,2796,3,4439,651.375
1,1866,712.6666667,2,3354,2751,4,5042,651.375
1,631,712.6666667,3,3696,2751,4,5693,651.375
1,654,712.6666667,3,4166,2751,5,6208,651.375
2,683,1343,4,4627,4056,3,7084,651.375
1,652,666,4,4938,4056,3,7723,651.375
2,774,666,2,5493,3941,4,8722,1085.2
3,896,499.6666667,3,5920,3941,3,9635,1085.2
2,979,499.6666667,3,6414,7636,1,10517,1085.2
4,1028,499.6666667,3,6738,7303,3,11281,1085.2
2,1050,415.25,2,7071,7092,5,11572,1085.2
3,1179,415.25,4,7384,6884,7,12162,5602
4,1205,415.25,4,7627,3363,4,12532,2237.333333
3,1206,415.25,6,7764,3363,2,12644,2237.333333
5,1182,966.5,2,8064,1669.25,3,12860,2237.333333
4,1205,966.5,4,8763,1669.25,1,12485,2186
6,1299,787.6666667,4,9461,1669.25,2,12330,2186
3,1434,787.6666667,1,4328,1669.25,3,2497,2186
8,1702,787.6666667,3,4771,3396.5,2,2357,3132.5
8,2071,677,4,5344,3396.5,4,2372,3132.5
4,2333,677,9,6081,3380,5,2663,2955.5
6,2588,677,5,6842,3380,6,3087,2955.5
7,2929,677,4,7597,6812,7,3656,1799.333333
7,3256,1608.5,3,8401,3336.5,7,4451,1799.333333
11,3651,1608.5,3,8883,3336.5,7,5257,1799.333333
4,4038,754,2,9470,2145.666667,6,5784,4978
6,4384,754,3,10077,2145.666667,6,6528,3253
5,4768,754,1,10223,2145.666667,4,7329,3072
4,5194,754,1,9171,5422,4,8110,1485.5
5,5616,754,1,8962,2784,5,8938,1485.5
5,6182,616.8571429,1,6814,2784,5,9663,2837
4,6668,616.8571429,2,4402,1984.333333,4,10179,908
1,7083,616.8571429,1,4651,1984.333333,3,10448,908
5,7488,616.8571429,1,7286,1984.333333,1,10609,908
6,7835,616.8571429,3,7701,1517.5,2,10890,1293
7,8189,616.8571429,1,8261,1517.5,2,11376,1293
4,8459,616.8571429,2,8696,1517.5,2,11467,2425
3,8583,713.4285714,3,9193,1517.5,1,11464,2294
4,8513,713.4285714,3,9369,3223,2,11347,740
2,8257,713.4285714,2,7923,3223,1,11347,740
3,8129,713.4285714,3,7713,6826,3,3456,740
2,8014,713.4285714,1,7518,2348.333333,1,3776,2179
2,7851,713.4285714,1,3225,2348.333333,2,3952,2507
2,3425,713.4285714,2,3420,2348.333333,1,4117,675.25
3,3208,1402,2,3681,1864.25,1,4702,675.25
2,2970,1402,5,3813,1864.25,2,4694,675.25
4,2795,1402,7,4043,1864.25,2,4616,675.25
4,2676,1402,4,4245,1864.25,1,4398,1022.333333
3,2600,3074,6,4425,2602,1,4059,1022.333333
3,2594,3074,4,4593,2602,1,3713,1022.333333
4,2665,1597,2,4666,2602,1,3262,1109.333333
3,2721,1597,2,4745,4026,1,3173,1109.333333
2,2821,1597,3,5035,4026,1,4446,1109.333333
2,2974,1597,6,5341,8521,3,4458,1868
2,3080,1694.25,2,5709,9399,2,4634,1868
4,3203,1694.25,3,6119,2989,1,4537,1344
1,3179,1694.25,6,6457,2989,3,4502,1344
1,3138,1694.25,6,6690,2897.5,2,4540,1344
4,3052,3495.5,5,6874,2897.5,2,3418,2266.5
1,2936,3495.5,3,6868,5527,1,3562,2266.5
2,2581,2315,1,6618,6083,1,3745,1642.333333
2,2482,2315,2,6548,2119,2,3966,1642.333333
1,2472,2315,1,6590,2119,3,4345,1642.333333
2,2637,1413.8,2,6841,2119,3,4551,1310.5
3,2748,1413.8,1,7064,1670.25,5,4925,1310.5
1,2873,1413.8,1,6208,1670.25,3,5137,1310.5
1,2900,1413.8,2,6820,1670.25,1,5263,1310.5
1,2153,1413.8,4,7335,1670.25,1,5039,1830.333333
1,2009,1186.833333,3,7405,1787.75,2,5223,1830.333333
1,1908,1186.833333,2,7539,1787.75,2,5300,1830.333333
1,1643,1186.833333,2,7733,1787.75,2,5386,2948.5
1,1472,1186.833333,3,7897,1787.75,2,5600,2948.5
1,1443,1186.833333,4,8278,1501.4,2,5864,2111
1,1457,1186.833333,3,8191,1501.4,2,6119,2111
1,1487,1763.25,2,8173,1501.4,1,6169,2111
2,1493,1763.25,3,8040,1501.4,2,6439,7100
1,1551,1763.25,3,8214,1501.4,2,6553,1873.5
3,1546,1763.25,2,8397,1536.2,1,6580,1873.5
2,1548,1171.5,1,8533,1536.2,1,6468,1873.5
5,1663,1171.5,4,8721,1536.2,1,6183,1873.5
4,1598,1171.5,2,9012,1536.2,1,4249,1345.833333
7,1670,1171.5,1,9311,1536.2,1,4197,1345.833333
6,1884,1171.5,1,9490,2590.333333,1,4152,1345.833333
4,2181,1171.5,1,9148,2590.333333,1,4040,1345.833333
6,2541,1019,1,8965,2590.333333,3,4097,1345.833333
4,2959,1019,1,4260,1919,2,4251,1345.833333
2,3554,1019,2,4494,1919,2,4421,1444
2,4183,1019,3,4711,1919,2,4549,1444
2,4779,1019,4,4828,1919,2,4582,1444
1,5273,1019,2,5003,7757,1,4750,1444
4,5842,1019,1,5296,7842,1,4922,1444
2,6218,1196.333333,2,6162,7989,3,5223,1444
