model,drive conversion,low density growth rate,growth curve,suppressed,suppressed without chasing rate,suppressed with chasing rate,long term chasing rate,equilibrium rate,loss drive rate,short term chasing rate,intermediate chasing rate,duration of chasing,suppressed time,average fertile females
overlapping-generations fecundity,0.99,5,convex,1,0.95,0.05,0,0,0,0.05,0,17,69.95,3696.897959
overlapping-generations fecundity,0.97,4.5,convex,0.95,0.85,0.1,0,0,0.05,0,0.1,68,123.1,3430.963482
overlapping-generations fecundity,0.81,5,linear,0.6,0.05,0.55,0.4,0,0,0,0.55,723.5789474,746.05,1359.295076
overlapping-generations fecundity,0.84,6,linear,0.8,0.15,0.65,0.2,0,0,0.05,0.6,399.1764706,402.2,1587.593414
overlapping-generations fecundity,0.98,4.5,convex,1,0.95,0.05,0,0,0,0.05,0,41,71.15,2957.24
overlapping-generations fecundity,0.92,3.5,convex,1,0.7,0.3,0,0,0,0.15,0.15,62.5,89.05,2673.709027
overlapping-generations fecundity,0.93,3,convex,1,0.9,0.1,0,0,0,0.1,0,34,74.8,3390.063814
overlapping-generations fecundity,0.94,3,convex,1,0.95,0.05,0,0,0,0.05,0,22,71.75,4740.357143
overlapping-generations fecundity,0.96,4,convex,1,0.9,0.1,0,0,0,0.1,0,43,74.35,2190.142938
overlapping-generations fecundity,0.92,3,convex,1,0.95,0.05,0,0,0,0,0.05,82,76.65,3911.6
overlapping-generations fecundity,0.93,4,convex,1,0.95,0.05,0,0,0,0,0.05,74,78.55,2251.577982
overlapping-generations fecundity,0.9,3,convex,1,0.8,0.2,0,0,0,0.1,0.1,66.75,86.05,3176.648338
overlapping-generations fecundity,0.94,4.5,convex,1,0.9,0.1,0,0,0,0.05,0.05,47.5,78,2951.338992
overlapping-generations fecundity,0.91,3,convex,1,1,0,0,0,0,0,0,nan,74.7,nan
overlapping-generations fecundity,0.98,5,convex,1,0.9,0.1,0,0,0,0.05,0.05,40.5,75.05,4606.587631
overlapping-generations fecundity,0.93,3.5,convex,0.95,0.8,0.15,0,0,0.05,0.05,0.1,57.25,128.15,5735.895424
overlapping-generations fecundity,0.85,6,linear,1,0,1,0,0,0,0.05,0.95,316.55,376.95,1768.845062
overlapping-generations fecundity,0.91,9.5,linear,1,0.2,0.8,0,0,0,0.2,0.6,236.875,256.35,1711.290081
overlapping-generations fecundity,0.96,4.5,convex,1,1,0,0,0,0,0,0,nan,72.4,nan
overlapping-generations fecundity,0.89,3,convex,1,0.9,0.1,0,0,0,0.1,0,37.5,78.95,4336.659224
overlapping-generations fecundity,0.95,4.5,convex,1,1,0,0,0,0,0,0,nan,74,nan
overlapping-generations fecundity,0.97,5.5,convex,1,0.95,0.05,0,0,0,0,0.05,58,75.35,2814.763441
overlapping-generations fecundity,0.97,5,convex,0.95,0.9,0.05,0,0,0.05,0.05,0,25,119.15,3900.137931
overlapping-generations fecundity,0.9,3.5,convex,0.95,0.7,0.25,0,0,0.05,0.15,0.1,64.66666667,134.2,3404.070847
overlapping-generations fecundity,0.88,3,convex,1,0.9,0.1,0,0,0,0.05,0.05,45,81.2,2767.632265
overlapping-generations fecundity,0.96,5,convex,1,0.85,0.15,0,0,0,0.05,0.1,71.33333333,81.45,2865.553272
overlapping-generations fecundity,0.85,6.5,linear,0.85,0.15,0.7,0.15,0,0,0,0.7,435.1176471,432.4,1519.182144
overlapping-generations fecundity,0.93,4.5,convex,1,0.85,0.15,0,0,0,0.05,0.1,72,82.7,3949.330085
overlapping-generations fecundity,0.9,9.5,linear,1,0.2,0.8,0,0,0,0.15,0.65,244.375,261.65,1755.895533
overlapping-generations fecundity,0.92,4,convex,1,0.95,0.05,0,0,0,0,0.05,104,81.8,3028.794118
overlapping-generations fecundity,0.91,3.5,convex,1,0.8,0.2,0,0,0,0.15,0.05,72.75,88.2,5324.251458
overlapping-generations fecundity,1,7,convex,1,1,0,0,0,0,0,0,nan,69.05,nan
overlapping-generations fecundity,0.89,3.5,convex,1,0.7,0.3,0,0,0,0.15,0.15,67,95.75,3115.153675
overlapping-generations fecundity,0.91,10,linear,1,0.25,0.75,0,0,0,0.05,0.7,234.8,242.95,1881.645787
overlapping-generations fecundity,0.91,4,convex,0.95,0.9,0.05,0,0,0.05,0,0.05,67,125.85,2946.819149
overlapping-generations fecundity,0.92,4.5,convex,1,0.8,0.2,0,0,0,0.1,0.1,52.5,82.2,3545.97954
overlapping-generations fecundity,0.95,5.5,convex,1,0.75,0.25,0,0,0,0.2,0.05,37.6,81.6,3911.097482
overlapping-generations fecundity,0.94,5,convex,1,0.9,0.1,0,0,0,0.05,0.05,79,82,3124.821248
overlapping-generations fecundity,0.95,5,convex,0.95,0.9,0.05,0,0,0.05,0,0.05,98.5,128.05,2468.864809
overlapping-generations fecundity,1,7.5,convex,1,1,0,0,0,0,0,0,nan,69.15,nan
overlapping-generations fecundity,0.88,3.5,convex,0.95,0.75,0.2,0,0,0.05,0.1,0.1,87.2,140.25,3193.57569
overlapping-generations fecundity,0.86,7,linear,0.75,0.1,0.65,0.2,0,0.05,0,0.65,538,569.95,1475.032206
overlapping-generations fecundity,0.99,7,convex,1,0.85,0.15,0,0,0,0.15,0,28,75.9,3963.070361
overlapping-generations fecundity,0.93,5,convex,1,0.75,0.25,0,0,0,0.15,0.1,48.6,84.5,4057.768333
overlapping-generations fecundity,0.99,7.5,convex,1,0.9,0.1,0,0,0,0,0.1,53,75.3,3798.158671
overlapping-generations fecundity,0.87,3,convex,0.9,0.65,0.25,0,0,0.1,0.1,0.15,72,185.4,5540.938611
overlapping-generations fecundity,0.9,4,convex,1,0.85,0.15,0,0,0,0.1,0.05,60,84.85,6263.306808
overlapping-generations fecundity,0.96,5.5,convex,0.95,0.85,0.1,0,0,0.05,0,0.1,103.6666667,132.75,4107.412634
overlapping-generations fecundity,1,8.5,convex,1,0.95,0.05,0,0,0,0.05,0,19,70.6,5892.321429
overlapping-generations fecundity,0.89,4,convex,1,0.75,0.25,0,0,0,0.05,0.2,119.2,108.6,2702.9553
overlapping-generations fecundity,0.92,5,convex,1,0.65,0.35,0,0,0,0.15,0.2,82.28571429,102,2958.85061
overlapping-generations fecundity,0.94,5.5,convex,1,0.8,0.2,0,0,0,0.05,0.15,62.5,86.25,3539.024569
overlapping-generations fecundity,0.98,7.5,convex,1,0.95,0.05,0,0,0,0.05,0,34,73.95,4373.838235
overlapping-generations fecundity,0.91,5,convex,1,0.7,0.3,0,0,0,0.15,0.15,54,90.25,4702.925142
overlapping-generations fecundity,0.93,5.5,convex,1,0.75,0.25,0,0,0,0.1,0.15,71.8,95.2,3123.555454
overlapping-generations fecundity,1,8,convex,1,1,0,0,0,0,0,0,nan,69.35,nan
overlapping-generations fecundity,0.9,10,linear,0.95,0.1,0.85,0.05,0,0,0.2,0.65,289.1666667,323.45,1630.72142
overlapping-generations fecundity,0.82,5.5,linear,0.6,0,0.6,0.4,0,0,0,0.6,653.45,709.95,1513.474202
overlapping-generations fecundity,0.85,7.5,linear,0.5,0,0.5,0.5,0,0,0,0.5,690.1,743.7,1454.937897
overlapping-generations fecundity,0.98,7,convex,1,1,0,0,0,0,0,0,nan,73.1,nan
overlapping-generations fecundity,1,1.5,convex,1,1,0,0,0,0,0,0,nan,63.95,nan
overlapping-generations fecundity,0.9,4.5,convex,1,0.6,0.4,0,0,0,0.2,0.2,71.875,101.5,3369.171707
overlapping-generations fecundity,0.99,8,convex,1,0.9,0.1,0,0,0,0.1,0,42.5,74.1,3163.257374
overlapping-generations fecundity,0.87,4,convex,1,0.4,0.6,0,0,0,0.25,0.35,69.75,111.2,3403.348988
overlapping-generations fecundity,0.86,3,convex,0.95,0.45,0.5,0,0,0.05,0.05,0.45,97.90909091,162.1,2853.325579
overlapping-generations fecundity,0.92,5.5,convex,1,0.6,0.4,0,0,0,0.15,0.25,64.875,96.95,3983.676135
overlapping-generations fecundity,0.91,4.5,convex,0.95,0.75,0.2,0,0,0.05,0.05,0.15,75.2,138.7,5274.727723
overlapping-generations fecundity,0.97,7,convex,1,0.9,0.1,0,0,0,0.05,0.05,67.5,78.95,3300.578311
overlapping-generations fecundity,0.96,7,convex,1,0.85,0.15,0,0,0,0.1,0.05,47.33333333,79.75,4633.046867
overlapping-generations fecundity,0.98,8,convex,1,0.95,0.05,0,0,0,0.05,0,48,74.8,3820.352273
overlapping-generations fecundity,0.99,8.5,convex,1,0.9,0.1,0,0,0,0.05,0.05,36.5,74.6,3913.088074
overlapping-generations fecundity,0.91,5.5,convex,1,0.55,0.45,0,0,0,0.1,0.35,81.77777778,108.4,3796.970693
overlapping-generations fecundity,0.87,3.5,convex,0.9,0.6,0.3,0,0,0.1,0,0.3,103.25,203.9,4534.710281
overlapping-generations fecundity,0.98,8.5,convex,1,0.85,0.15,0,0,0,0.1,0.05,76.66666667,82.05,3254.533139
overlapping-generations fecundity,0.84,3,convex,0.95,0.75,0.2,0,0,0.05,0,0.2,100.2,146.4,3938.676583
overlapping-generations fecundity,0.99,1.5,convex,1,1,0,0,0,0,0,0,nan,64.65,nan
overlapping-generations fecundity,0.83,6,linear,0.75,0,0.75,0.25,0,0,0,0.75,550.7,608.9,1384.954507
overlapping-generations fecundity,0.97,7.5,convex,1,1,0,0,0,0,0,0,nan,73.7,nan
overlapping-generations fecundity,0.95,7,convex,1,0.75,0.25,0,0,0,0,0.25,94,95.4,3072.355276
overlapping-generations fecundity,0.98,1.5,convex,1,1,0,0,0,0,0,0,nan,65.15,nan
overlapping-generations fecundity,0.97,8.5,convex,1,0.85,0.15,0,0,0,0.05,0.1,62,81.75,3779.478699
overlapping-generations fecundity,0.88,4,convex,0.95,0.6,0.35,0,0,0.05,0.1,0.25,93.25,156.4,4499.725246
overlapping-generations fecundity,0.96,7.5,convex,1,0.6,0.4,0,0,0,0.35,0.05,51.625,89.2,3732.250928
overlapping-generations fecundity,0.9,5,convex,1,0.45,0.55,0,0,0,0.2,0.35,63.27272727,104.4,3804.278141
overlapping-generations fecundity,0.96,1.5,convex,1,1,0,0,0,0,0,0,nan,66.4,nan
overlapping-generations fecundity,0.95,7.5,convex,1,0.75,0.25,0,0,0,0.15,0.1,68.6,90.1,3344.123988
overlapping-generations fecundity,0.87,4.5,convex,0.95,0.4,0.55,0,0,0.05,0.05,0.5,110.8333333,184.15,3198.705392
overlapping-generations fecundity,0.89,9.5,linear,0.85,0.15,0.7,0.15,0,0,0,0.7,400.9411765,404.6,1514.078631
overlapping-generations fecundity,0.89,5,convex,1,0.5,0.5,0,0,0,0.05,0.45,105.6,124,2949.343448
overlapping-generations fecundity,0.97,8,convex,1,0.75,0.25,0,0,0,0.15,0.1,45.6,83.7,3552.173081
overlapping-generations fecundity,0.97,1.5,convex,1,1,0,0,0,0,0,0,nan,65.45,nan
overlapping-generations fecundity,0.86,8.5,linear,0.5,0,0.5,0.5,0,0,0,0.5,743.15,798.15,1338.426018
overlapping-generations fecundity,0.85,3.5,convex,0.95,0.45,0.5,0,0,0.05,0.1,0.4,109.9090909,174,2732.532582
overlapping-generations fecundity,0.88,4.5,convex,0.95,0.45,0.5,0,0,0.05,0.2,0.3,85,157.6,3649.835831
overlapping-generations fecundity,0.95,1.5,convex,1,1,0,0,0,0,0,0,nan,66.65,nan
overlapping-generations fecundity,0.86,4,convex,0.95,0.5,0.45,0,0,0.05,0.15,0.3,127.7,182.25,2888.717347
overlapping-generations fecundity,0.94,7.5,convex,1,0.45,0.55,0,0,0,0.2,0.35,65.27272727,105.45,3470.94225
overlapping-generations fecundity,0.86,3.5,convex,0.95,0.75,0.2,0,0,0.05,0,0.2,119,153.65,3817.970364
overlapping-generations fecundity,0.88,5,convex,1,0.45,0.55,0,0,0,0.1,0.45,103.3636364,129.35,3196.993832
overlapping-generations fecundity,0.96,8,convex,1,0.85,0.15,0,0,0,0.05,0.1,60.33333333,82.5,4008.681855
overlapping-generations fecundity,0.94,1.5,convex,1,1,0,0,0,0,0,0,nan,67.5,nan
overlapping-generations fecundity,0.96,8.5,convex,1,0.65,0.35,0,0,0,0.05,0.3,98.57142857,105.75,2449.286276
overlapping-generations fecundity,0.85,4.5,convex,1,0.4,0.6,0,0,0,0.1,0.5,125.4166667,146.05,3038.306277
overlapping-generations fecundity,0.89,4.5,convex,1,0.55,0.45,0,0,0,0.15,0.3,99.11111111,115.05,6017.309161
overlapping-generations fecundity,0.93,1.5,convex,1,1,0,0,0,0,0,0,nan,67.25,nan
overlapping-generations fecundity,1,2,convex,1,1,0,0,0,0,0,0,nan,65.65,nan
overlapping-generations fecundity,0.85,4,convex,0.95,0.4,0.55,0,0,0.05,0.15,0.4,131.5,192.85,3118.72038
overlapping-generations fecundity,0.9,1.5,convex,1,1,0,0,0,0,0,0,nan,69.1,nan
overlapping-generations fecundity,0.83,3,convex,0.9,0.4,0.5,0,0,0.1,0.1,0.4,101,215.15,3758.694761
overlapping-generations fecundity,0.91,1.5,convex,0.95,0.95,0,0,0,0.05,0,0,27,115.25,2808.636364
overlapping-generations fecundity,0.99,2,convex,1,1,0,0,0,0,0,0,nan,65.75,nan
overlapping-generations fecundity,0.92,1.5,convex,1,1,0,0,0,0,0,0,nan,69.1,nan
overlapping-generations fecundity,0.95,8,convex,1,0.6,0.4,0,0,0,0.1,0.3,108.625,117.15,2885.836423
overlapping-generations fecundity,0.85,3,convex,0.95,0.6,0.35,0,0,0.05,0.05,0.3,139.125,168.7,3474.400745
overlapping-generations fecundity,0.95,8.5,convex,1,0.7,0.3,0,0,0,0.2,0.1,58.16666667,89.95,3590.49059
overlapping-generations fecundity,0.84,3.5,convex,1,0.45,0.55,0,0,0,0.2,0.35,89.90909091,121.65,3971.659959
overlapping-generations fecundity,0.9,5.5,convex,1,0.25,0.75,0,0,0,0.2,0.55,116.8,152.65,2910.736214
overlapping-generations fecundity,0.83,3.5,convex,1,0.4,0.6,0,0,0,0.05,0.55,145.8333333,157.25,3712.317885
overlapping-generations fecundity,0.93,7.5,convex,1,0.55,0.45,0,0,0,0.1,0.35,115.6666667,128.05,3076.975234
overlapping-generations fecundity,0.87,5,convex,0.95,0.3,0.65,0,0,0.05,0.1,0.55,113.1538462,186.55,3387.426751
overlapping-generations fecundity,0.94,8,convex,1,0.65,0.35,0,0,0,0.05,0.3,108.2857143,109.75,3130.939047
overlapping-generations fecundity,0.85,8,linear,0.25,0,0.25,0.75,0,0,0,0.25,807.8,858.85,1378.683648
overlapping-generations fecundity,0.84,6.5,linear,0.7,0,0.7,0.3,0,0,0,0.7,553.65,609.4,1497.743081
overlapping-generations fecundity,0.98,2,convex,1,1,0,0,0,0,0,0,nan,66.05,nan
overlapping-generations fecundity,0.89,1.5,convex,1,1,0,0,0,0,0,0,nan,69.8,nan
overlapping-generations fecundity,0.94,8.5,convex,1,0.45,0.55,0,0,0,0.25,0.3,64.81818182,104.35,3897.738911
overlapping-generations fecundity,0.92,7.5,convex,1,0.25,0.75,0,0,0,0.2,0.55,112.1333333,151.8,2784.974632
overlapping-generations fecundity,0.86,4.5,convex,1,0.5,0.5,0,0,0,0.2,0.3,112.1,128.8,3646.4516
overlapping-generations fecundity,0.88,1.5,convex,0.95,0.95,0,0,0,0.05,0,0,nan,117.05,nan
overlapping-generations fecundity,0.85,1.5,convex,1,1,0,0,0,0,0,0,nan,72.8,nan
overlapping-generations fecundity,0.97,2,convex,1,1,0,0,0,0,0,0,nan,66.8,nan
overlapping-generations fecundity,0.81,5.5,linear,0.35,0,0.35,0.65,0,0,0,0.35,798.8,852.05,1427.386365
overlapping-generations fecundity,0.92,8,convex,1,0.25,0.75,0,0,0,0.25,0.5,117.1333333,154.1,2827.596577
overlapping-generations fecundity,0.91,7.5,convex,1,0.45,0.55,0,0,0,0.05,0.5,187.8181818,175.55,2210.273277
overlapping-generations fecundity,0.86,1.5,convex,0.95,0.9,0.05,0,0,0.05,0.05,0,24,118.85,3483.449695
overlapping-generations fecundity,1,5.5,convex,1,0.95,0.05,0,0,0,0.05,0,15,68.65,2906.651163
overlapping-generations fecundity,0.89,5.5,convex,1,0.35,0.65,0,0,0,0.05,0.6,137.3846154,158.9,3010.280229
overlapping-generations fecundity,0.87,1.5,convex,0.95,0.95,0,0,0,0.05,0,0,33,118.4,3372.019608
overlapping-generations fecundity,0.8,5,linear,0.65,0.05,0.6,0.35,0,0,0,0.6,708.0526316,731.05,1561.975999
overlapping-generations fecundity,0.95,2,convex,1,1,0,0,0,0,0,0,nan,67.95,nan
overlapping-generations fecundity,0.96,2,convex,1,1,0,0,0,0,0,0,nan,67.5,nan
overlapping-generations fecundity,0.93,8,convex,1,0.45,0.55,0,0,0,0.1,0.45,107.0909091,127.9,2997.291527
overlapping-generations fecundity,0.84,1.5,convex,0.95,0.95,0,0,0,0.05,0,0,30,119.2,4061.041667
overlapping-generations fecundity,0.88,5.5,convex,1,0.15,0.85,0,0,0,0.15,0.7,130,175.45,2783.808632
overlapping-generations fecundity,0.99,2.5,convex,1,1,0,0,0,0,0,0,nan,66.4,nan
overlapping-generations fecundity,0.84,4,convex,0.95,0.3,0.65,0,0,0.05,0,0.65,113.5,191.5,3335.062677
overlapping-generations fecundity,0.94,2,convex,1,1,0,0,0,0,0,0,nan,68.8,nan
overlapping-generations fecundity,0.87,9,linear,0.25,0,0.25,0.75,0,0,0,0.25,824.95,877.15,1339.32301
overlapping-generations fecundity,0.93,8.5,convex,1,0.45,0.55,0,0,0,0.1,0.45,127.1818182,141.75,2657.311533
overlapping-generations fecundity,1,6,convex,1,0.9,0.1,0,0,0,0.05,0.05,44.5,72.55,3448.887048
overlapping-generations fecundity,0.99,5.5,convex,1,0.95,0.05,0,0,0,0.05,0,38,72.2,2860.295775
overlapping-generations fecundity,0.83,1.5,convex,0.95,0.95,0,0,0,0.05,0,0,47,119.9,1975.246154
overlapping-generations fecundity,0.86,5,convex,1,0.15,0.85,0,0,0,0.15,0.7,235.7058824,264.85,2254.774536
overlapping-generations fecundity,0.98,5.5,convex,1,1,0,0,0,0,0,0,nan,71.3,nan
overlapping-generations fecundity,1,2.5,convex,1,1,0,0,0,0,0,0,nan,65.3,nan
overlapping-generations fecundity,0.98,2.5,convex,1,1,0,0,0,0,0,0,nan,67.9,nan
overlapping-generations fecundity,0.81,1.5,convex,1,0.95,0.05,0,0,0,0.05,0,25,77,4536.304348
overlapping-generations fecundity,0.82,3.5,convex,0.95,0.2,0.75,0,0,0.05,0.05,0.7,141.6875,223.45,3480.250984
overlapping-generations fecundity,0.87,5.5,convex,1,0.15,0.85,0,0,0,0.2,0.65,109.9411765,157.55,3086.658182
overlapping-generations fecundity,0.82,1.5,convex,1,1,0,0,0,0,0,0,nan,74.8,nan
overlapping-generations fecundity,0.81,3.5,convex,0.95,0.35,0.6,0,0,0.05,0.05,0.55,157,202.95,2810.161256
overlapping-generations fecundity,0.99,6,convex,1,0.95,0.05,0,0,0,0.05,0,19,70.6,2161
overlapping-generations fecundity,0.8,1.5,convex,1,1,0,0,0,0,0,0,nan,76.3,nan
overlapping-generations fecundity,0.92,8.5,convex,1,0.4,0.6,0,0,0,0.05,0.55,143.5,157.1,2719.825542
overlapping-generations fecundity,0.93,2,convex,1,1,0,0,0,0,0,0,nan,70.05,nan
overlapping-generations fecundity,0.9,2,convex,1,0.9,0.1,0,0,0,0.1,0,33.5,73.25,3426.97711
overlapping-generations fecundity,0.98,6,convex,1,1,0,0,0,0,0,0,nan,71.55,nan
overlapping-generations fecundity,0.92,2,convex,1,0.95,0.05,0,0,0,0.05,0,18,70.55,3615.195122
overlapping-generations fecundity,0.97,2.5,convex,1,1,0,0,0,0,0,0,nan,68.2,nan
overlapping-generations fecundity,0.91,8,convex,1,0.3,0.7,0,0,0,0.1,0.6,151.9285714,173.6,2584.231815
overlapping-generations fecundity,0.85,7,linear,0.5,0.05,0.45,0.5,0,0,0,0.45,757.5789474,776.25,1291.803247
overlapping-generations fecundity,1,6.5,convex,1,1,0,0,0,0,0,0,nan,69.9,nan
overlapping-generations fecundity,0.91,2,convex,1,0.95,0.05,0,0,0,0.05,0,25,71.8,3452.909091
overlapping-generations fecundity,0.99,6.5,convex,1,0.95,0.05,0,0,0,0,0.05,70,73.75,2704.843137
overlapping-generations fecundity,0.89,2,convex,0.85,0.8,0.05,0,0,0.15,0.05,0,38.5,212.35,2903.653331
overlapping-generations fecundity,0.84,4.5,convex,1,0.25,0.75,0,0,0,0,0.75,209.7333333,226.2,2616.458214
overlapping-generations fecundity,0.97,6,convex,1,0.85,0.15,0,0,0,0.05,0.1,60.66666667,80.35,3068.245031
overlapping-generations fecundity,0.86,9,linear,0.4,0,0.4,0.6,0,0,0,0.4,805.65,860.55,1327.773974
overlapping-generations fecundity,0.96,2.5,convex,1,1,0,0,0,0,0,0,nan,69,nan
overlapping-generations fecundity,0.98,6.5,convex,1,0.9,0.1,0,0,0,0.05,0.05,35.5,74.1,4228.722452
overlapping-generations fecundity,0.83,4,convex,1,0.3,0.7,0,0,0,0,0.7,184.3571429,197.95,3152.256678
overlapping-generations fecundity,0.9,7.5,convex,1,0.2,0.8,0,0,0,0.15,0.65,146.9375,182.35,2647.822897
overlapping-generations fecundity,0.9,8,convex,1,0.1,0.9,0,0,0,0.1,0.8,183.6111111,228.85,2206.109434
overlapping-generations fecundity,0.97,6.5,convex,1,0.85,0.15,0,0,0,0.1,0.05,58.66666667,80.05,2575.042815
overlapping-generations fecundity,0.95,2.5,convex,1,0.95,0.05,0,0,0,0.05,0,16,70.3,2977.522727
overlapping-generations fecundity,0.88,9.5,linear,0.8,0,0.8,0.2,0,0,0,0.8,483.2,540.95,1457.100297
overlapping-generations fecundity,0.89,10,linear,0.9,0.05,0.85,0.1,0,0,0,0.85,495.9473684,533.9,1402.795138
overlapping-generations fecundity,0.88,2,convex,0.95,0.95,0,0,0,0.05,0,0,41,120.3,4008.327869
overlapping-generations fecundity,0.93,2.5,convex,0.95,0.95,0,0,0,0.05,0,0,30,116.65,2535.183673
overlapping-generations fecundity,0.96,6,convex,1,0.95,0.05,0,0,0,0,0.05,61,76.5,3480.425287
overlapping-generations fecundity,0.8,3.5,convex,0.9,0.2,0.7,0,0,0.1,0,0.7,303.625,379.8,2706.759107
overlapping-generations fecundity,0.96,6.5,convex,1,0.65,0.35,0,0,0,0.25,0.1,37.14285714,82.9,3933.713979
overlapping-generations fecundity,0.94,2.5,convex,1,1,0,0,0,0,0,0,nan,70.65,nan
overlapping-generations fecundity,0.87,2,convex,0.95,0.9,0.05,0,0,0.05,0.05,0,18.5,121.55,2311.904399
overlapping-generations fecundity,0.82,4,convex,1,0,1,0,0,0,0.05,0.95,208.4,267.85,2740.72741
overlapping-generations fecundity,0.94,6,convex,1,0.7,0.3,0,0,0,0.15,0.15,50.33333333,86.15,3661.427055
overlapping-generations fecundity,0.84,2,convex,0.95,0.85,0.1,0,0,0.05,0.05,0.05,38.33333333,125.05,3437.738578
overlapping-generations fecundity,0.85,2,convex,1,0.95,0.05,0,0,0,0.05,0,24,75.7,4000.019231
overlapping-generations fecundity,0.84,7.5,linear,0.15,0,0.15,0.85,0,0,0,0.15,854.05,906.2,1416.552117
overlapping-generations fecundity,0.86,2,convex,1,0.85,0.15,0,0,0,0.05,0.1,65,83.7,1737.74879
overlapping-generations fecundity,0.91,8.5,convex,1,0.25,0.75,0,0,0,0.1,0.65,181.6666667,204.1,2509.625032
overlapping-generations fecundity,0.95,6,convex,1,0.75,0.25,0,0,0,0.1,0.15,58,86.3,4033.341638
overlapping-generations fecundity,0.92,2.5,convex,1,0.9,0.1,0,0,0,0.1,0,30,75.55,836.8034724
overlapping-generations fecundity,0.93,6,convex,1,0.75,0.25,0,0,0,0.05,0.2,84,93.2,2983.312803
overlapping-generations fecundity,0.91,2.5,convex,0.95,0.75,0.2,0,0,0.05,0.2,0,22,121.15,4111.773205
overlapping-generations fecundity,0.83,2,convex,0.95,0.9,0.05,0,0,0.05,0.05,0,26.5,123.4,3751.046098
overlapping-generations fecundity,0.89,7.5,convex,0.95,0.1,0.85,0.05,0,0,0,0.85,298.5555556,332.05,1724.23741
overlapping-generations fecundity,0.95,6.5,convex,1,0.85,0.15,0,0,0,0.05,0.1,63.66666667,84.4,3765.67515
overlapping-generations fecundity,0.9,2.5,convex,0.95,0.85,0.1,0,0,0.05,0.05,0.05,37.66666667,123.95,2486.838347
overlapping-generations fecundity,0.89,2.5,convex,0.9,0.85,0.05,0,0,0.1,0,0.05,42,170.3,2661.307222
overlapping-generations fecundity,0.8,4,convex,0.9,0.05,0.85,0,0,0.1,0,0.85,295.2631579,415.15,2440.987777
overlapping-generations fecundity,0.85,5,convex,1,0.1,0.9,0,0,0,0,0.9,211.7222222,252.05,2518.150157
overlapping-generations fecundity,0.88,2.5,convex,1,0.95,0.05,0,0,0,0.05,0,23,76.25,179.9433962
overlapping-generations fecundity,0.86,5.5,convex,1,0.2,0.8,0,0,0,0,0.8,355.5,350.65,2052.144271
overlapping-generations fecundity,0.94,6.5,convex,1,0.7,0.3,0,0,0,0.05,0.25,81,97.55,3175.226836
overlapping-generations fecundity,0.8,2,convex,0.95,0.95,0,0,0,0.05,0,0,38,126.7,3354.355932
overlapping-generations fecundity,0.82,2,convex,0.85,0.75,0.1,0,0,0.15,0,0.1,60,225.45,2039.776999
overlapping-generations fecundity,0.81,2,convex,0.95,0.9,0.05,0,0,0.05,0,0.05,61,129.65,3521.45307
overlapping-generations fecundity,0.85,8.5,linear,0.1,0,0.1,0.9,0,0,0,0.1,899,950.25,1351.296219
overlapping-generations fecundity,0.8,5.5,linear,0.15,0,0.15,0.85,0,0,0,0.15,902.4,954.55,1467.044201
overlapping-generations fecundity,0.92,6,convex,1,0.4,0.6,0,0,0,0.2,0.4,85.33333333,121.65,3114.143774
overlapping-generations fecundity,0.94,7,convex,1,0.8,0.2,0,0,0,0.1,0.1,53.5,85.9,3905.314909
overlapping-generations fecundity,0.93,6.5,convex,1,0.5,0.5,0,0,0,0.2,0.3,60.6,100.3,3905.141437
overlapping-generations fecundity,0.87,2.5,convex,0.95,0.85,0.1,0,0,0.05,0.05,0.05,40,125.55,3081.079575
overlapping-generations fecundity,0.83,4.5,convex,1,0.2,0.8,0,0,0,0,0.8,267.3125,278.4,2511.79316
overlapping-generations fecundity,0.84,5,convex,1,0.1,0.9,0,0,0,0,0.9,280.4444444,315.55,2143.215954
overlapping-generations fecundity,0.84,7,linear,0.25,0,0.25,0.75,0,0,0,0.25,776.6,828.55,1372.152937
overlapping-generations fecundity,0.86,2.5,convex,0.9,0.7,0.2,0,0,0.1,0.05,0.15,55.83333333,180.6,2181.29373
overlapping-generations fecundity,0.83,2.5,convex,0.9,0.8,0.1,0,0,0.1,0.1,0,45.25,176.2,4208.438114
overlapping-generations fecundity,0.85,5.5,convex,1,0.05,0.95,0,0,0,0,0.95,287,333.1,2016.763559
overlapping-generations fecundity,0.91,6,convex,1,0.5,0.5,0,0,0,0.05,0.45,103.4,124.15,2889.193061
overlapping-generations fecundity,0.81,4,convex,0.85,0.2,0.65,0.05,0,0.1,0,0.65,378.375,441.4,2280.99173
overlapping-generations fecundity,0.84,2.5,convex,0.9,0.75,0.15,0,0,0.1,0.1,0.05,43.2,175.8,3659.820184
overlapping-generations fecundity,0.85,9,linear,0.1,0,0.1,0.9,0,0,0,0.1,897.45,947.95,1412.487036
overlapping-generations fecundity,0.92,6.5,convex,1,0.55,0.45,0,0,0,0.35,0.1,84.44444444,110.3,3167.688047
overlapping-generations fecundity,0.85,2.5,convex,0.95,0.65,0.3,0,0,0.05,0.15,0.15,55.28571429,138.05,3080.11356
overlapping-generations fecundity,0.89,8,convex,1,0.05,0.95,0,0,0,0,0.95,272.3157895,321.8,1921.692838
overlapping-generations fecundity,0.91,6.5,convex,1,0.25,0.75,0,0,0,0.2,0.55,84.06666667,130.7,3222.294397
