df_cluster,df_popsize,df_popsize_per_cluster,dv_cluster,dv_popsize,dv_popsize_per_cluster,of_cluser,of_popsize,of_popsize_per_cluster,ov_cluster,ov_popsize,ov_popsize_per_cluster
,,1586.5,,,1583.333333,,,5810,2,3339,1507.5
,,1964,,,1583.333333,,,2797,2,3265,1642.5
,,1964,,,1583.333333,,,2797,2,3172,1642.5
,,1825,,,2840,,,5488,3,3095,1194.333333
,,1825,,,2840,,,2663,2,2966,1194.333333
,,1658.333333,,,6334,,,2663,2,2882,1194.333333
,,1658.333333,,,6720,,,2680.5,3,2982,1265
,,1658.333333,,,7346,,,2680.5,2,3103,1265
,,1980.666667,,,7443,,,5323,1,3175,1265
,,1980.666667,,,3654,,,5157,1,3433,1356.666667
,,1980.666667,,,3979,,,4972,1,3608,1356.666667
,,3476,,,3920,,,4409,3,3824,1356.666667
,,3476,,,4497,,,3994,3,3926,2159.5
,,3123.5,,,4908,,,1959.5,4,4043,2159.5
,,3123.5,,,2411,,,1959.5,2,4125,1512.333333
,,3416.5,,,2411,,,1932.5,4,4352,1512.333333
,,3416.5,,,4930,,,1932.5,3,4473,1512.333333
,,3237,,,4189,,,3773,2,4598,1580.333333
,,3237,,,4163,,,1840,2,4645,1580.333333
,,3178,,,3832,,,1840,1,4899,1580.333333
,,3178,,,3805,,,3570,1,5044,1632.666667
,,6863,,,3582,,,3491,1,5217,1632.666667
,,6976,,,3553,,,1623,1,5317,1632.666667
,,7333,,,3688,,,1623,1,5377,1262
,,6532,,,1973.5,,,3053,1,5171,1262
,,2687.5,,,1973.5,,,2842,3,5147,1262
,,2687.5,,,1561,,,2648,2,5280,1262
,,5896,,,1561,,,1232,2,5497,1752
,,6033,,,1561,,,1232,2,5692,1752
,,6330,,,1326.5,,,2475,1,5765,1752
,,6032,,,1326.5,,,1302.5,2,5963,1351.75
,,5659,,,1326.5,,,1302.5,1,6036,1351.75
,,5356,,,1326.5,,,1315,1,6125,1351.75
,,2555,,,2028.333333,,,1315,1,6302,1351.75
,,2240,,,2028.333333,,,920,1,6303,1365.75
,,1838,,,2028.333333,,,920,1,1878,1365.75
,,2106,,,2492.333333,,,920,1,1881,1365.75
,,2011,,,2492.333333,,,913.6666667,1,2071,1365.75
,,2465,,,2492.333333,,,913.6666667,3,2174,1337.75
,,2302,,,4133.5,,,913.6666667,3,2270,1337.75
,,1359,,,4133.5,,,865.6666667,4,2262,1337.75
,,1359,,,8734,,,865.6666667,3,2265,1337.75
,,2582,,,9034,,,865.6666667,2,2408,1337.5
,,1266,,,4851.5,,,1254.5,2,2517,1337.5
,,1266,,,4851.5,,,1254.5,2,2706,1337.5
,,1059,,,9565,,,2493,2,2820,1337.5
,,1059,,,9537,,,1293.5,3,2881,1347
,,1731,,,8780,,,1293.5,1,3034,1347
,,1569,,,8264,,,1343.5,1,3097,1347
,,1643,,,5885,,,1343.5,1,3146,1347
,,2109,,,4459,,,2856,2,3157,1414.75
,,2495,,,2438,,,2999,1,3069,1414.75
,,1653.5,,,2601,,,1565,1,3148,1414.75
,,1653.5,,,2922,,,1565,1,2792,1414.75
,,1936.5,,,2931,,,3208,1,2676,1483.75
,,1936.5,,,2388,,,3293,1,657,1483.75
,,3586,,,2459,,,3249,1,628,1483.75
,,4043,,,2448,,,3292,2,660,1483.75
,,1435.666667,,,1070.5,,,3315,2,676,2080.666667
,,1435.666667,,,1070.5,,,1712,1,687,2080.666667
,,1435.666667,,,1113,,,1712,1,727,2080.666667
,,2326,,,1113,,,1764,1,781,2191
,,2326,,,1313.5,,,1764,1,920,2191
,,5163,,,1313.5,,,1781.5,1,1145,2191
,,2580.5,,,1530.5,,,1781.5,1,1394,2261
,,2580.5,,,1530.5,,,1845,1,1671,2261
,,4935,,,2022,,,1845,1,1973,2261
,,5065,,,2022,,,1769.5,1,2371,3496
,,2123.5,,,2444,,,1769.5,1,2702,3496
,,2123.5,,,2444,,,1732,1,3067,2420
,,2183.5,,,6054,,,1732,1,3401,2420
,,2183.5,,,7609,,,1753.5,1,3713,2420
,,4166,,,4349.5,,,1753.5,1,4017,3692
,,1860,,,4349.5,,,1727,1,4314,3692
,,1860,,,4649.5,,,1727,1,4574,3691
,,2093.5,,,4649.5,,,1704.5,1,4864,3691
,,2093.5,,,4521.5,,,1704.5,1,5094,7300
,,2333,,,4521.5,,,1594.5,1,5343,7242
,,2333,,,4392.5,,,1594.5,1,5562,7243
,,1585.666667,,,4392.5,,,1387.5,1,5883,7258
,,1585.666667,,,4190.5,,,1387.5,1,6365,3896
,,1585.666667,,,4190.5,,,1254,2,6651,1914.5
,,2795,,,3757,,,1254,2,6969,1914.5
,,2795,,,3757,,,1144,2,7410,3767
,,5947,,,4428,,,1144,2,7630,1920
,,3046,,,1823,,,1076,2,7858,1920
,,3046,,,886,,,1076,2,7966,1288.666667
,,3004.5,,,886,,,1112,2,7999,1288.666667
,,3004.5,,,1068.5,,,1112,3,6987,1288.666667
,,2658.5,,,1068.5,,,1188,1,6298,1294
,,2658.5,,,1622,,,1188,2,2420,1294
,,2488.5,,,1622,,,1368.5,2,2293,1294
,,2488.5,,,2222,,,1368.5,2,2304,1352.333333
,,1952.5,,,2222,,,1501,1,2186,1352.333333
,,1952.5,,,2964,,,1501,1,2069,1352.333333
,,2867,,,2964,,,1694,1,687,1413.666667
,,2517,,,3526,,,1694,1,635,1413.666667
,,1950,,,3526,,,1865.5,1,638,1413.666667
,,877.5,,,4067.5,,,1865.5,1,707,1468.333333
,,877.5,,,4067.5,,,2071,1,892,1468.333333
,,2157,,,4653,,,2071,1,1175,1468.333333
,,2551,,,4653,,,1481.666667,1,1509,2256
,,2766,,,10329,,,1481.666667,1,1901,2256
,,2042,,,5430,,,1481.666667,1,2434,2364.5
,,2042,,,5430,,,1521,1,3015,2364.5
,,4747,,,5745,,,1521,1,3634,2511
,,5941,,,5745,,,1521,1,4215,2511
,,6875,,,5810.5,,,2283.5,1,4991,2640
,,6742,,,5810.5,,,2283.5,1,5646,2640
,,6782,,,5664,,,2234.5,2,6429,1874.333333
,,3138.5,,,5664,,,2234.5,2,7258,1874.333333
,,3138.5,,,5406.5,,,2229.5,3,7931,1874.333333
,,2897.5,,,5406.5,,,2229.5,3,8922,1951.666667
,,2897.5,,,5116,,,4263,3,9616,1951.666667
,,5258,,,5116,,,4203,3,10408,1951.666667
,,4615,,,9298,,,4182,2,11072,3109.5
,,4013,,,2021,,,3986,2,11615,3109.5
,,67,,,1181.5,,,3871,2,11923,6410
,,96,,,1181.5,,,3646,2,12202,6572
,,82,,,2689,,,3438,2,12442,6721
,,149,,,1517,,,3344,2,12519,3318.5
,,199,,,1517,,,3333,1,12161,3318.5
,,202,,,2849,,,3170,1,3576,3222
,,372,,,3070,,,3073,1,3253,3222
,,717,,,2806,,,1454,1,3084,2623
,,704,,,3137,,,1454,1,2965,1234.5
,,755,,,3677,,,1368.5,1,2963,1234.5
,,731,,,3724,,,1368.5,1,2998,1243.5
,,433,,,1981.5,,,893.3333333,1,2973,1243.5
,,647,,,1981.5,,,893.3333333,1,2918,1304
,,976,,,2115,,,893.3333333,1,2852,1304
,,1072,,,2115,,,1382,1,2765,927
,,1415,,,2165,,,1152,1,2634,927
,,1479,,,2165,,,496.5,2,2523,927
,,1655,,,2172,,,496.5,1,2560,1026.666667
,,1791,,,2172,,,838,1,2553,1026.666667
,,2174,,,2371,,,779,1,2401,1026.666667
,,2304,,,2371,,,850,1,2325,1098.666667
,,1787,,,2551,,,983,1,2318,1098.666667
,,2010,,,2551,,,610,2,2296,1098.666667
,,819.5,,,5515,,,610,2,2381,1823.5
,,819.5,,,6051,,,1594,2,2468,1823.5
,,706,,,6683,,,1980,2,2572,2038.5
,,706,,,6866,,,2459,2,2826,2038.5
,,803,,,3352.5,,,2894,2,2985,1496.666667
,,803,,,3352.5,,,3255,2,3229,1496.666667
,,727.5,,,7105,,,3548,1,3517,1496.666667
,,727.5,,,3579,,,1940.5,1,3872,2459.5
,,1093,,,3579,,,1940.5,1,4287,2459.5
,,749.5,,,2958,,,2109.5,1,4584,1825.666667
,,749.5,,,1810.5,,,2109.5,2,4961,1825.666667
,,1586,,,1810.5,,,2278,1,5240,1825.666667
,,1818,,,3348,,,2278,2,5563,2965
,,1171,,,996.3333333,,,4997,2,5826,2965
,,1171,,,996.3333333,,,5212,2,6031,3232
,,1360,,,996.3333333,,,5497,2,6210,3232
,,1360,,,815.6666667,,,5677,2,6239,3448
,,1821.5,,,815.6666667,,,5769,2,6270,3448
,,1821.5,,,815.6666667,,,5907,2,6182,3571
,,4297,,,1539,,,5901,1,6141,3571
,,2554,,,1539,,,5723,1,6020,7355
,,2554,,,1784,,,5387,1,5762,7512
,,3073.5,,,1784,,,5154,1,5324,7542
,,3073.5,,,1057.5,,,1156,1,2821,7530
,,2047.666667,,,1057.5,,,1087,1,2789,7531
,,2047.666667,,,1057.5,,,1027,1,2790,4160
,,2047.666667,,,1057.5,,,1012,1,2767,3912
,,3471.5,,,5212,,,961,1,2796,3789
,,3471.5,,,5615,,,918,1,2815,3386
,,3560.5,,,2748.5,,,906,1,2944,3434
,,3560.5,,,2748.5,,,871,1,3141,1786.5
,,3518,,,1558.5,,,896,1,3397,1786.5
,,3518,,,1558.5,,,905,1,3601,3925
,,6603,,,1558.5,,,492.5,1,3887,2177
,,3723,,,1558.5,,,492.5,1,3986,2177
,,3123,,,2222.333333,,,521,1,4164,4574
,,1708,,,2222.333333,,,521,1,4874,2423.5
,,1962,,,2222.333333,,,566.5,1,4846,2423.5
,,1104.5,,,3703.5,,,566.5,2,4920,2518
,,1104.5,,,3703.5,,,563.5,1,4930,2518
,,1269,,,3901.5,,,563.5,1,5009,1743.666667
,,1269,,,3901.5,,,632.5,1,4932,1743.666667
,,1534.5,,,7919,,,632.5,1,1122,1743.666667
,,1534.5,,,7714,,,1468,1,1039,2781.5
,,3578,,,7281,,,1671,1,1033,2781.5
,,4102,,,2738,,,1858,2,1076,5925
,,5317,,,1502,,,2084,1,1121,6274
,,1787.333333,,,1502,,,2395,2,1447,6513
,,1787.333333,,,1686.5,,,2773,2,1510,6658
,,1787.333333,,,1686.5,,,3231,1,1313,6969
,,5706,,,1942,,,1871,1,1295,7153
,,2492,,,1942,,,1871,1,1302,7251
,,2492,,,4656,,,2189.5,1,1278,7306
,,2656,,,4830,,,2189.5,1,1452,7289
,,2656,,,2733,,,5022,1,1426,7367
,,1740.666667,,,2733,,,5757,1,772,7182
,,1740.666667,,,2013,,,6243,2,878,7173
,,1740.666667,,,2013,,,6781,2,1017,7032
,,1811,,,2013,,,6929,2,1066,6762
,,1811,,,3387,,,7244,1,1050,6443
,,1811,,,3387,,,7366,2,1054,6124
,,2352,,,3539,,,3841,1,1016,2947
,,2352,,,3539,,,3841,1,1303,2947
,,4642,,,3708,,,3915,1,1309,2862
,,4671,,,3708,,,3915,1,1400,2862
,,3901,,,3879.5,,,3978,2,1534,2713.5
,,2664,,,3879.5,,,3978,1,1650,2713.5
,,2107,,,8056,,,4028,1,1706,2675
,,909.5,,,8315,,,4028,2,1750,2675
,,909.5,,,7952,,,8147,2,1831,2602
,,2234,,,3714,,,4909,1,1403,2602
,,1103.666667,,,3714,,,4475,1,753,4992
,,1103.666667,,,6804,,,3579,2,679,4744
,,1103.666667,,,6963,,,2373,1,607,4559
,,2459,,,7121,,,2411,1,612,1466
,,2459,,,6778,,,2367,1,661,1466
,,3605,,,6588,,,2382,1,712,2810
,,3605,,,4559,,,805.3333333,1,753,1367.5
,,8659,,,4527,,,805.3333333,1,816,1367.5
,,3132.666667,,,2635,,,805.3333333,1,949,1369.5
,,3132.666667,,,2542,,,1204.5,1,1022,1369.5
,,3132.666667,,,2834,,,1204.5,1,1079,2615
,,4945.5,,,3185,,,781.6666667,1,1210,2649
,,4945.5,,,1679,,,781.6666667,2,1304,1397.5
,,9752,,,1679,,,781.6666667,2,1303,1397.5
,,8175,,,2072.5,,,1219,2,1393,1479.5
,,6996,,,2072.5,,,1219,2,1530,1479.5
,,5833,,,5019,,,1250.5,2,1718,1608
,,2717,,,2833.5,,,1250.5,2,1897,1608
,,2550,,,2833.5,,,1347,1,2150,1778
,,3213,,,2237.666667,,,1347,2,2412,1778
,,3691,,,2237.666667,,,1446,2,2662,1929.5
,,1704,,,2237.666667,,,1446,2,2832,1929.5
,,1704,,,3900,,,1562.5,2,3114,4211
,,1701,,,3900,,,1562.5,1,1028,4526
,,1701,,,4406,,,1668,1,1041,4762
,,1483,,,4406,,,1668,2,1117,4922
,,1483,,,4515.5,,,1812,2,1214,4898
,,1475.5,,,4515.5,,,1812,2,1299,4933
,,1475.5,,,9032,,,1933,1,1342,4874
,,1469.5,,,3178,,,1933,1,1360,4774
,,1469.5,,,3534,,,2058.5,1,1328,4549
,,1741.5,,,4150,,,2058.5,1,1359,4367
,,1741.5,,,4529,,,1441.666667,1,1384,4117
,,1837.5,,,5302,,,1441.666667,2,1396,1725
,,1837.5,,,3125.5,,,1441.666667,2,1411,1586
,,1714,,,3125.5,,,2274.5,2,1401,1507
,,1714,,,3739.5,,,2274.5,2,1367,1443
,,4097,,,3739.5,,,1573,1,1388,1450
,,3987,,,4082.5,,,1573,1,1385,1431
,,3728,,,4082.5,,,1573,1,1592,1446
,,3094,,,8686,,,2348,1,649,1438
,,2730,,,3031,,,2348,1,672,1469
,,2943,,,3031,,,1635,1,718,1565
,,3192,,,3031,,,1635,1,812,1793
,,3058,,,9355,,,1635,1,940,2085
,,3281,,,4722.5,,,1704.666667,1,1165,2432
,,3190,,,4722.5,,,1704.666667,2,1412,2766
,,2811,,,4739,,,1704.666667,2,1763,3150
,,3128,,,4739,,,1296.75,2,2150,3444
,,2943,,,9166,,,1296.75,2,2603,1814.5
,,897,,,4003,,,1296.75,2,2994,1814.5
,,897,,,4003,,,1296.75,2,3443,2038
,,897,,,3491.5,,,1324.25,2,3921,2038
,,1585.5,,,3491.5,,,1324.25,2,4445,4425
,,1585.5,,,3810,,,1324.25,2,4896,4639
,,3657,,,4528,,,1324.25,2,5444,4829
,,3111,,,2360.5,,,2756,2,6131,5005
,,1382,,,2360.5,,,2756,2,6592,5262
,,1382,,,2524.5,,,5745,2,7186,5542
,,1232,,,2524.5,,,5929,2,7517,5616
,,1232,,,2765.5,,,6224,2,7872,5451
,,1023.5,,,2765.5,,,6526,2,8204,5096
,,1023.5,,,5681,,,6752,2,8324,4661
,,1020.5,,,2781.5,,,3514.5,1,8340,4200
,,1020.5,,,2781.5,,,3514.5,1,8480,3943
,,2202,,,2742,,,7191,1,8613,3748
,,2841,,,2742,,,7658,1,8593,2067
,,3369,,,5300,,,7867,1,5560,1984
,,3492,,,2778,,,7979,1,5391,1892
,,3477,,,2778,,,8074,1,5294,1828
,,1671,,,5434,,,8024,1,5083,1813
,,1671,,,2864.5,,,3999,1,4731,1885
,,3021,,,2864.5,,,3999,1,4345,2072
,,909.5,,,5906,,,7870,1,3939,2329
,,909.5,,,5909,,,7827,1,2548,1272.5
,,808.5,,,4956,,,7865,1,2462,1272.5
,,808.5,,,4227,,,7742,1,2447,694.5
,,713,,,3320,,,7644,1,2460,694.5
,,713,,,4571,,,7430,1,2516,694.5
,,791,,,4985,,,1691,1,2532,694.5
,,791,,,2674.5,,,1527,1,2507,745
,,2545,,,2674.5,,,1393,1,2500,745
,,3929,,,2826.5,,,659.5,1,2449,745
,,2619.5,,,2826.5,,,659.5,1,2502,745
,,2619.5,,,3034,,,1379,2,2523,671.2
,,6476,,,3034,,,1333,1,2609,671.2
,,7236,,,3480.5,,,1321,1,2692,671.2
,,3756.5,,,3480.5,,,1241,1,2809,671.2
,,3756.5,,,4050.5,,,1216,1,2847,671.2
,,3829.5,,,4050.5,,,600.5,1,2891,964.75
,,3829.5,,,4297,,,600.5,1,2850,964.75
,,3817.5,,,4297,,,649.5,1,2899,964.75
,,3817.5,,,4502,,,649.5,1,2953,964.75
,,4025,,,4502,,,763,1,3018,1070
,,4025,,,8954,,,763,1,3142,1070
,,3690.5,,,4050,,,903.5,2,3228,1070
,,3690.5,,,4050,,,903.5,2,3365,1070
,,6807,,,4859,,,1093.5,1,3495,1530
,,6092,,,4633,,,1093.5,1,3638,1530
,,5219,,,5001,,,2620,1,3566,1530
,,1993.5,,,4476,,,3210,1,3385,2400
,,1993.5,,,4416,,,3938,2,3163,2400
,,3645,,,4310,,,4539,1,2907,1686.666667
,,3358,,,4087,,,2565,2,2723,1686.666667
,,3034,,,3802,,,2565,2,2621,1686.666667
,,3090,,,3742,,,2743.5,2,2473,2729
,,3711,,,3848,,,2743.5,2,2521,2729
,,4555,,,4085,,,5816,2,2540,2852
,,2432.5,,,4595,,,5973,2,2757,2852
,,2432.5,,,4660,,,5449,2,3010,3008
,,2652.5,,,4724,,,5276,2,3435,3008
,,2652.5,,,5030,,,5028,2,3845,6043
,,3030,,,2746.5,,,4737,2,4396,3062
,,3030,,,2746.5,,,4460,2,4986,3062
,,3453,,,5648,,,4220,1,5555,6054
,,3453,,,896,,,4038,1,6143,5968
,,3660.5,,,896,,,3926,1,6803,2903.5
,,3660.5,,,562.5,,,938.25,2,7422,2903.5
,,3795.5,,,562.5,,,938.25,1,8019,2816
,,3795.5,,,562.5,,,938.25,1,8623,2816
,,2531.666667,,,562.5,,,938.25,1,9096,1570
,,2531.666667,,,952.6666667,,,1186.333333,1,9670,1501
,,2531.666667,,,952.6666667,,,1186.333333,1,10387,728.5
,,3415,,,952.6666667,,,1186.333333,1,10745,728.5
,,3415,,,1693.5,,,1721.5,1,11070,711.5
,,6224,,,1693.5,,,1721.5,1,11275,711.5
,,5691,,,1118.666667,,,1744,2,11519,1402
,,5710,,,1118.666667,,,1744,1,11533,1481
,,4781,,,1118.666667,,,1674,1,11402,1670
,,4081,,,1685.5,,,1674,1,11416,2029
,,3311,,,1685.5,,,3140,1,11048,1171.5
,,2524,,,1656,,,1491,1,1809,1171.5
,,2253,,,1656,,,1491,1,1718,1394.5
,,2025,,,1633.5,,,2795,1,1660,1394.5
,,1787,,,1633.5,,,1350,1,1636,1565.5
,,2076,,,3423,,,1350,1,1701,1565.5
,,1168,,,4046,,,2645,1,1925,1752.5
,,1168,,,2330,,,2693,1,2077,1752.5
,,1181.5,,,2330,,,2873,2,2196,3841
,,1181.5,,,2718,,,3139,2,2351,3957
,,1452,,,2718,,,1124,2,2575,4137
,,1452,,,2866.5,,,1124,3,2783,2136.5
,,1751,,,2866.5,,,1124,2,3035,2136.5
,,1751,,,3028,,,1222,2,3250,4442
,,1969.5,,,3028,,,1222,1,3404,2263
,,1969.5,,,2905,,,1222,1,3566,2263
,,4277,,,2905,,,1992,1,3508,4710
,,4401,,,1917,,,1992,1,3385,4726
,,4444,,,1917,,,2088,1,3252,4614
,,1916,,,1917,,,2088,1,2957,1111.75
,,1916,,,3190.5,,,4451,1,2935,1111.75
,,1621.5,,,3190.5,,,4605,1,2955,1111.75
,,1621.5,,,3339.5,,,4597,1,2872,1111.75
,,2780,,,3339.5,,,4677,2,2371,1406.666667
,,1403.5,,,3385,,,4353,1,2386,1406.666667
,,1403.5,,,3385,,,4095,3,2453,1406.666667
,,1794,,,3405.5,,,3917,4,2497,1346
,,1658,,,3405.5,,,1905,3,2684,1346
,,982,,,6605,,,1905,2,2860,1346
,,982,,,6993,,,1872.5,3,3049,1914.5
,,1175.5,,,7291,,,1872.5,3,3391,1914.5
,,1175.5,,,7073,,,1772.5,4,3827,1856.5
,,1416.5,,,7349,,,1772.5,4,4070,1856.5
,,1416.5,,,7353,,,1127.333333,4,4244,1199.333333
,,1623,,,7204,,,1127.333333,2,4506,1199.333333
,,1623,,,1007.5,,,1127.333333,3,4582,1199.333333
,,1220,,,1007.5,,,3124,2,4657,1740.5
,,1220,,,1327,,,2929,3,4714,1740.5
,,1220,,,1327,,,2760,2,4694,1191.666667
,,1510.333333,,,1169.666667,,,1354.5,2,4603,1191.666667
,,1510.333333,,,1169.666667,,,1354.5,2,4522,1191.666667
,,1510.333333,,,1169.666667,,,2710,2,4343,1225
,,2488.5,,,2508.5,,,2740,2,4193,1225
,,2488.5,,,2508.5,,,2682,1,4064,1225
,,2687,,,2283.333333,,,1372,2,3964,1898
,,2687,,,2283.333333,,,1372,2,3950,1898
,,3160,,,2283.333333,,,937.3333333,2,4068,1999.5
,,3160,,,2864,,,937.3333333,4,4304,1999.5
,,7131,,,2864,,,937.3333333,4,4362,2161.5
,,7379,,,2864,,,1464.5,2,4459,2161.5
,,7787,,,3335.666667,,,1464.5,2,4539,1564.333333
,,7668,,,3335.666667,,,3167,2,4620,1564.333333
,,7274,,,3335.666667,,,3288,1,4373,1564.333333
,,3507,,,10824,,,1779.5,1,4331,2568.5
,,3507,,,11187,,,1779.5,1,4216,2568.5
,,2728,,,5449.5,,,1889.5,1,4040,2817.5
,,2746,,,5449.5,,,1889.5,1,3844,2817.5
,,3239,,,9486,,,1919.5,2,3681,3017
,,1819,,,8896,,,1919.5,1,3832,3017
,,1819,,,8444,,,2021,1,4070,3185.5
,,3488,,,4112,,,2021,1,4276,3185.5
,,3454,,,4112,,,2163.5,1,4352,2281.333333
,,1679,,,7602,,,2163.5,1,4413,2281.333333
,,1679,,,1338,,,2324,1,4622,2281.333333
,,1174.666667,,,1462,,,2324,1,4739,7151
,,1174.666667,,,1639,,,2485.5,2,4842,6418
,,1174.666667,,,1146,,,2485.5,1,4818,220
,,1737.5,,,1146,,,2635,3,4706,223
,,1737.5,,,3028,,,2635,1,4547,263
,,1633,,,1983.5,,,2758,1,4414,339
,,1633,,,1983.5,,,2758,2,4015,436
,,1586.5,,,2236.5,,,2903.5,1,2833,617
,,1586.5,,,2236.5,,,2903.5,2,2863,899
,,1573.5,,,2624,,,3111,2,2821,1194
,,1573.5,,,2624,,,3111,2,2781,1572
,,1350.5,,,2898,,,3233.5,1,2844,1959
,,1350.5,,,2898,,,3233.5,2,3038,2415
,,1185,,,6059,,,3402.5,1,3138,2870
,,1185,,,6453,,,3402.5,1,3298,3384
,,2161,,,6306,,,3525,1,3305,3741
,,2030,,,1221,,,3525,2,3297,4122
,,1509,,,666,,,3564,2,3364,2192
,,1268,,,666,,,3564,2,3521,2192
,,795,,,846,,,7034,1,3610,2282.5
,,889,,,846,,,6764,2,3758,2282.5
,,1032,,,2233,,,6441,1,3779,4664
,,1175,,,2577,,,6126,1,3817,4673
,,1372,,,3028,,,5861,2,3889,4722
,,1703,,,2917,,,5697,2,4160,4692
,,2058,,,3073,,,5348,2,4332,586
,,2086,,,3138,,,5086,2,4644,326.5
,,2234,,,3076,,,4419,1,4981,326.5
,,2416,,,1667,,,4011,1,5375,361.5
,,2817,,,1667,,,3779,1,5816,361.5
,,3307,,,1220.666667,,,3486,1,6205,408
,,3326,,,1220.666667,,,3420,1,6616,408
,,3648,,,1220.666667,,,3453,2,6955,894
,,3784,,,1948.5,,,3362,2,7219,996
,,3893,,,1948.5,,,3279,2,7584,1038
,,3379,,,1206,,,3198,2,7933,1050
,,1430.5,,,1206,,,2998,2,8036,1149
,,1430.5,,,883,,,2871,1,8179,1318
,,2554,,,883,,,1373,1,8361,1489
,,2016,,,988.5,,,1373,1,8625,1778
,,1614,,,988.5,,,1303,1,8704,2024
,,1466,,,1246,,,1303,1,8749,2518
,,1359,,,1246,,,1254,1,8754,2962
,,1161,,,1679,,,1254,1,8701,3431
,,1208,,,1679,,,1186,1,5057,3832
,,1552,,,2454,,,1186,1,3601,4214
,,878.5,,,2454,,,1179.5,1,3516,2333.5
,,878.5,,,3288.5,,,1179.5,1,3508,2333.5
,,1350.5,,,3288.5,,,2451,1,3639,5031
,,1350.5,,,4004,,,1299.5,1,3757,5499
,,1941,,,4004,,,1299.5,2,3965,5907
,,1941,,,4384,,,1296,1,4150,6057
,,4787,,,4384,,,1296,2,4282,6018
,,5578,,,4264.5,,,1376,1,4340,5532
,,6193,,,4264.5,,,1376,1,4430,4884
,,3557.5,,,2743.333333,,,2980,1,4849,4776
,,3557.5,,,2743.333333,,,3185,2,4994,4055
,,3816.5,,,2743.333333,,,3387,2,5199,3833
,,3816.5,,,2489.333333,,,3456,3,5299,3669
,,4068,,,2489.333333,,,1785.5,2,5443,1821.5
,,4068,,,2489.333333,,,1785.5,2,5619,1821.5
,,4603,,,6768,,,3669,2,5839,3725
,,4603,,,6721,,,3854,3,6331,3901
,,4702,,,6282,,,4168,2,6708,3936
,,4702,,,3012,,,4482,2,7137,4004
,,4872.5,,,3012,,,2436,3,7524,3875
,,4872.5,,,3474,,,2436,2,7854,3714
,,9889,,,1841.5,,,5232,2,8174,3637
,,4805,,,1841.5,,,5706,2,8418,3496
,,4805,,,2060,,,6046,1,8654,3161
,,9718,,,2060,,,6249,2,8970,2324
,,9396,,,1063,,,6277,1,9581,2174
,,8689,,,1082,,,6270,1,7882,2140
,,6995,,,1457,,,5880,1,1522,2048
,,4457,,,2216,,,2780.5,1,1672,1956
,,3844,,,3038,,,2780.5,3,1880,1753
,,352,,,4215,,,5304,2,2014,1642
,,512,,,5619,,,4281,3,2067,1541
,,593,,,3375.5,,,998,1,2146,1500
,,525,,,3375.5,,,926,1,2299,1496
,,1004,,,4035.5,,,871,1,2541,763.5
,,641,,,4035.5,,,851,1,2942,763.5
,,641,,,4689.5,,,854,3,3426,1664
,,1035,,,4689.5,,,779,2,3872,1879
,,1035,,,5299.5,,,732,3,4326,2010
,,1527,,,5299.5,,,330,3,4639,1047
,,1527,,,5811.5,,,330,3,4991,1047
,,1738.5,,,5811.5,,,659,4,5236,743.6666667
,,1738.5,,,12271,,,704,4,5556,743.6666667
,,1955.5,,,12696,,,724,4,5862,743.6666667
,,1955.5,,,13028,,,674,3,6023,1176.5
,,2249.5,,,12303,,,721,3,6156,1176.5
,,2249.5,,,11504,,,772,3,6297,1299
,,2515.5,,,992,,,811,3,6480,1299
,,2515.5,,,992,,,836,3,6655,1489.5
,,2811.5,,,1160.5,,,847,2,6885,1489.5
,,2811.5,,,1160.5,,,916,2,7309,1696.5
,,2989,,,1561,,,451.5,1,7615,1696.5
,,2989,,,1561,,,451.5,1,8077,1948.5
,,3265.5,,,4135,,,915,1,8323,1948.5
,,3265.5,,,4926,,,906,1,8437,2271
,,3280.5,,,2764,,,869,1,8418,2271
,,3280.5,,,2764,,,797,1,8125,2649
,,3339,,,3066,,,841,1,7097,2649
,,3339,,,3066,,,797,1,4789,3071.5
,,3184.5,,,1464,,,827,2,3881,3071.5
,,3184.5,,,1588,,,893,2,3696,7123
,,3091.5,,,1875,,,555,1,3469,8096
,,3091.5,,,2245,,,555,1,3381,9169
,,2964.5,,,1213,,,1294,2,3356,10178
,,2964.5,,,1213,,,1479,1,3423,11311
,,2829,,,2666,,,1754,1,3364,12017
,,2829,,,2640,,,989.5,2,3266,6333.5
,,5613,,,692,,,989.5,1,3322,6333.5
,,2859.5,,,692,,,2123,1,3400,6393
,,2859.5,,,676.5,,,2215,1,3566,6393
,,2898,,,676.5,,,2223,2,3750,12916
,,2898,,,944.5,,,2130,2,3828,6256
,,5074,,,944.5,,,1997,1,3787,5099
,,3587,,,1405.5,,,1133,2,3727,4815
,,1811,,,1405.5,,,988,1,3656,4702
,,1894,,,2139.5,,,828,1,3599,4605
,,977,,,2139.5,,,382.5,1,3616,2240
,,977,,,2819,,,382.5,2,3663,2240
,,1955,,,2819,,,397.5,1,3704,1484.666667
,,1852,,,3298.5,,,397.5,1,3806,1484.666667
,,1886,,,3298.5,,,449.5,1,3778,1484.666667
,,2092,,,3856.5,,,449.5,1,3794,2235
,,985.5,,,3856.5,,,495,2,3779,2235
,,985.5,,,4305.5,,,495,3,3666,2233
,,1207.5,,,4305.5,,,625,2,3652,2233
,,1207.5,,,2975.333333,,,625,2,3629,4437
,,1312,,,2975.333333,,,744.5,2,3652,4401
